placeId,candidateRank,photoTitle,description,creator,sourcePage,originalFile,license,licenseUrl,originalWidth,originalHeight,capturedAt,representativeness,composition,guidebookFit,mobileRecognition,resolution,licenseClarity,score,selected,reason
place-du-palais,1,Princely Palace of Monaco 02.jpg,Palais Princier de Monaco,Niels Mickers,https://commons.wikimedia.org/wiki/File:Princely_Palace_of_Monaco_02.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cd/Princely_Palace_of_Monaco_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,4912,2064,2011-05-27 12:47:59,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
place-du-palais,2,Princely Palace of Monaco.JPG,Prince's palace of Monaco,Niels Mickers,https://commons.wikimedia.org/wiki/File:Princely_Palace_of_Monaco.JPG,https://upload.wikimedia.org/wikipedia/commons/7/76/Princely_Palace_of_Monaco.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/nl/deed.en,4912,3264,2011-05-27,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
place-du-palais,3,Princely Palace Monaco View from princely gardens.jpg,"Princely Palace in Monaco, view from princely gardens.",Zinneke,https://commons.wikimedia.org/wiki/File:Princely_Palace_Monaco_View_from_princely_gardens.jpg,https://upload.wikimedia.org/wikipedia/commons/c/ca/Princely_Palace_Monaco_View_from_princely_gardens.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,1944,2592,2013-06-05 19:08:17,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
monaco-cathedral,1,"Cathedral of Our Lady Immaculate, Monaco (frontage).jpg","Cathedral of Our Lady Immaculate, Monaco",Uhooep,"https://commons.wikimedia.org/wiki/File:Cathedral_of_Our_Lady_Immaculate,_Monaco_(frontage).jpg",https://upload.wikimedia.org/wikipedia/commons/5/57/Cathedral_of_Our_Lady_Immaculate%2C_Monaco_%28frontage%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,5184,3456,2017-05-21 12:32:12,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
monte-carlo,1,Le casino de Monte-Carlo.JPG,Monte-Carlo Casino in Monaco (2015).,Fruitpunchline,https://commons.wikimedia.org/wiki/File:Le_casino_de_Monte-Carlo.JPG,https://upload.wikimedia.org/wikipedia/commons/f/f3/Le_casino_de_Monte-Carlo.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,5184,3456,2015-07-29,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
monte-carlo,2,Real Monte Carlo Casino.jpg,"the ""real"" Monte Carlo Casino - France.","sam garza from Los Angeles, USA",https://commons.wikimedia.org/wiki/File:Real_Monte_Carlo_Casino.jpg,https://upload.wikimedia.org/wikipedia/commons/3/36/Real_Monte_Carlo_Casino.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,2278,1519,2006-09-09 03:49,22,14,11,10,8,10,75,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
monte-carlo,3,E5825-Monte-Carlo-Casino.jpg,The Casino in Monte Carlo,User:Vmenkov,https://commons.wikimedia.org/wiki/File:E5825-Monte-Carlo-Casino.jpg,https://upload.wikimedia.org/wikipedia/commons/8/81/E5825-Monte-Carlo-Casino.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,2048,1536,2007-07-07,22,14,11,10,8,10,75,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
nice,1,Nice from Castle Hill 01.jpg,Nice as seen from Castle Hill. On the left the Promenade des Anglais can be seen while the center shows the old town.,Spike,https://commons.wikimedia.org/wiki/File:Nice_from_Castle_Hill_01.jpg,https://upload.wikimedia.org/wikipedia/commons/6/62/Nice_from_Castle_Hill_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,12365,4182,2019-07-07 13:02:37,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
nice,2,Dscn0062-nice-port-castle-hill crop 1200x600.jpg,Dscn0062-nice-port-castle-hill crop 1200x600.jpg,,https://commons.wikimedia.org/wiki/File:Dscn0062-nice-port-castle-hill_crop_1200x600.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Dscn0062-nice-port-castle-hill_crop_1200x600.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,1200,600,2006-04-29 07:00:57,22,14,11,10,5,10,72,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
cannes,1,Le Suquet 01.jpg,"Vue du vieux Cannes depuis le Port. On distingue le Suquet. Alpes-Maritimes, France.",Miniwark,https://commons.wikimedia.org/wiki/File:Le_Suquet_01.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fb/Le_Suquet_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,4000,3000,2011-08-14,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
cannes,2,"Cannes, Le Suquet, France.jpg","Cannes, quartier Le Suquet, France",Gilbert Bochenek,"https://commons.wikimedia.org/wiki/File:Cannes,_Le_Suquet,_France.jpg",https://upload.wikimedia.org/wikipedia/commons/9/99/Cannes%2C_Le_Suquet%2C_France.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,1080,644,2006-10,22,14,11,10,5,10,72,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
cannes,3,Vue de Cannes depuis le Suquet.JPG,Panoramic view from the Suquet of the bay of Cannes,Alberto Fernandez Fernandez,https://commons.wikimedia.org/wiki/File:Vue_de_Cannes_depuis_le_Suquet.JPG,https://upload.wikimedia.org/wikipedia/commons/c/c2/Vue_de_Cannes_depuis_le_Suquet.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,10000,1513,2007,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
marche-forville,1,Marché Forville Cannes 02.jpg,Food Market Marché Forville Cannes,Iswoar,https://commons.wikimedia.org/wiki/File:March%C3%A9_Forville_Cannes_02.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a4/March%C3%A9_Forville_Cannes_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,3376,2250,2023-10-05 12:07:28,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
marche-forville,2,Marché Forville Cannes 04.jpg,Food Market Marché Forville Cannes,Iswoar,https://commons.wikimedia.org/wiki/File:March%C3%A9_Forville_Cannes_04.jpg,https://upload.wikimedia.org/wikipedia/commons/d/df/March%C3%A9_Forville_Cannes_04.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,3376,2250,2023-10-05 12:04:30,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
marche-forville,3,Marché Forville Cannes 05.jpg,Food Market Marché Forville Cannes,Iswoar,https://commons.wikimedia.org/wiki/File:March%C3%A9_Forville_Cannes_05.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ea/March%C3%A9_Forville_Cannes_05.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,3376,2250,2023-10-05 12:05:56,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
croisette,1,Cannes promenade.jpg,"Boulevard de la Croisette in Cannes, France.",Joseph Plotz,https://commons.wikimedia.org/wiki/File:Cannes_promenade.jpg,https://upload.wikimedia.org/wikipedia/commons/6/65/Cannes_promenade.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,3648,2736,2009-05-27,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
croisette,2,A Croisette körút (Boulevard de la Croisette) a Carlton Hotel felé nézve. Fortepan 6846.jpg,a Croisette körút (Boulevard de la Croisette) a Carlton Hotel felé nézve.,FOTO:Fortepan — ID 6846 : Adományozó/Donor: Kurutz Márton. archive copy at the Wayback Machine,https://commons.wikimedia.org/wiki/File:A_Croisette_k%C3%B6r%C3%BAt_(Boulevard_de_la_Croisette)_a_Carlton_Hotel_fel%C3%A9_n%C3%A9zve._Fortepan_6846.jpg,https://upload.wikimedia.org/wikipedia/commons/4/45/A_Croisette_k%C3%B6r%C3%BAt_%28Boulevard_de_la_Croisette%29_a_Carlton_Hotel_fel%C3%A9_n%C3%A9zve._Fortepan_6846.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,2076,3105,1927,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
croisette,3,"A Croisette körút (Boulevard de la Croisette), Carlton Hotel felé nézve. Fortepan 28645.jpg","a Croisette körút (Boulevard de la Croisette), Carlton Hotel felé nézve.",FOTO:Fortepan — ID 28645 : Adományozó/Donor: MZSL/Ofner Károly.,"https://commons.wikimedia.org/wiki/File:A_Croisette_k%C3%B6r%C3%BAt_(Boulevard_de_la_Croisette),_Carlton_Hotel_fel%C3%A9_n%C3%A9zve._Fortepan_28645.jpg",https://upload.wikimedia.org/wikipedia/commons/9/9f/A_Croisette_k%C3%B6r%C3%BAt_%28Boulevard_de_la_Croisette%29%2C_Carlton_Hotel_fel%C3%A9_n%C3%A9zve._Fortepan_28645.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,5382,3672,1934,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
saint-paul-de-vence,1,Vues générales - Saint-Paul-de-Vence.jpg,View of Saint-Paul-de-Vence from west,Yair Haklai,https://commons.wikimedia.org/wiki/File:Vues_g%C3%A9n%C3%A9rales_-_Saint-Paul-de-Vence.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d2/Vues_g%C3%A9n%C3%A9rales_-_Saint-Paul-de-Vence.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,4128,2322,2017-10-04 14:44:44,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
saint-paul-de-vence,2,Saint paul de vence panorama.jpg,"Panorama of Saint-Paul de Vence village, France",Pom²,https://commons.wikimedia.org/wiki/File:Saint_paul_de_vence_panorama.jpg,https://upload.wikimedia.org/wikipedia/commons/4/40/Saint_paul_de_vence_panorama.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,6831,2100,2008-04-30,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
saint-paul-de-vence,3,"Saint-Paul de Vence, panorama général.JPG","Saint Paul, Alpes Maritimes, France",Jebulon,"https://commons.wikimedia.org/wiki/File:Saint-Paul_de_Vence,_panorama_g%C3%A9n%C3%A9ral.JPG",https://upload.wikimedia.org/wikipedia/commons/c/c0/Saint-Paul_de_Vence%2C_panorama_g%C3%A9n%C3%A9ral.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,3264,2448,2010-02-07,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
grasse,1,Grasse - Flickr - Irene Grassi (sun sand ^ sea).jpg,"Cathédrale Notre-Dame-du-Puy et tour Carrée de l'Hôtel de Ville Grasse Provence France Explore Jan 21, 2016 #230",Irene Grassi from Italy,https://commons.wikimedia.org/wiki/File:Grasse_-_Flickr_-_Irene_Grassi_(sun_sand_%5E_sea).jpg,https://upload.wikimedia.org/wikipedia/commons/3/30/Grasse_-_Flickr_-_Irene_Grassi_%28sun_sand_%5E_sea%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,5412,3598,"Taken on 30 December 2015, 14:42",30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
grasse,2,2011 vue Grasse cathedrale Donjon.jpg,Vue de la vieille ville de Grasse avec son Donjon et sa cathédrale,Copyleft,https://commons.wikimedia.org/wiki/File:2011_vue_Grasse_cathedrale_Donjon.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9c/2011_vue_Grasse_cathedrale_Donjon.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,2816,2112,2006-01-05,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
grasse,3,Grasse Maison Fragonard Vue Cathedrale - panoramio.jpg,Grasse Maison Fragonard Vue Cathedrale,rene boulay,https://commons.wikimedia.org/wiki/File:Grasse_Maison_Fragonard_Vue_Cathedrale_-_panoramio.jpg,https://upload.wikimedia.org/wikipedia/commons/7/77/Grasse_Maison_Fragonard_Vue_Cathedrale_-_panoramio.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,1600,1200,Taken on 11 July 2015,22,14,11,10,8,10,75,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
aix-en-provence,1,Fontaine de la Rotonde with Cours Mirabeau in the distance Aix en Provence.jpg,Fontaine de la Rotonde with Cours Mirabeau in the distance Aix en Provence,FrogsLegs71,https://commons.wikimedia.org/wiki/File:Fontaine_de_la_Rotonde_with_Cours_Mirabeau_in_the_distance_Aix_en_Provence.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b6/Fontaine_de_la_Rotonde_with_Cours_Mirabeau_in_the_distance_Aix_en_Provence.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,5333,2999,2024-08-22,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
aix-markets,1,Marché aux Fruits et Légumes à Aix-en-Provence.jpg,Food Market at Place Richelme in Aix-en-Provence,Tmv,https://commons.wikimedia.org/wiki/File:March%C3%A9_aux_Fruits_et_L%C3%A9gumes_%C3%A0_Aix-en-Provence.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b6/March%C3%A9_aux_Fruits_et_L%C3%A9gumes_%C3%A0_Aix-en-Provence.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,6016,4016,2018-08-07 17:22:31,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
aix-markets,2,Aix - marché traditionnel.jpg,"Mercado tradicional en plaza Richelme, en Aix-en-Provence ( Bouches-du-Rhône , Francia).",PRA,https://commons.wikimedia.org/wiki/File:Aix_-_march%C3%A9_traditionnel.jpg,https://upload.wikimedia.org/wikipedia/commons/c/ce/Aix_-_march%C3%A9_traditionnel.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,1362,1196,Taken on 27 December 2004,22,14,11,10,5,10,72,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
aix-markets,3,Place des precheurs 20100508 Aix-en-Provence 1.jpg,"Fin de marché sur la place des Prêcheurs, à Aix-en-Provence (France).",Georges Seguin ( Okki ),https://commons.wikimedia.org/wiki/File:Place_des_precheurs_20100508_Aix-en-Provence_1.jpg,https://upload.wikimedia.org/wikipedia/commons/7/76/Place_des_precheurs_20100508_Aix-en-Provence_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,5184,3456,2010-05-08,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
cours-mirabeau,1,Cours Mirabeau 20100508 Aix-en-Provence 1.jpg,"Le Cours Mirabeau à Aix-en-Provence (Bouches-du-Rhône, France)",Georges Seguin ( Okki ),https://commons.wikimedia.org/wiki/File:Cours_Mirabeau_20100508_Aix-en-Provence_1.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0a/Cours_Mirabeau_20100508_Aix-en-Provence_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,5184,3456,2010-05-08,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
cours-mirabeau,2,Immeuble 24 cours Mirabeau by JMC.jpg,"Immeuble , 24 cours Mirabeau, Aix-en-Provence (France).",JM Campaner,https://commons.wikimedia.org/wiki/File:Immeuble_24_cours_Mirabeau_by_JMC.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a7/Immeuble_24_cours_Mirabeau_by_JMC.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,3344,1872,2011-09-25,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
cours-mirabeau,3,2016 Aix-en-Provence - Le cours Mirabeau.jpg,Aix-en-Provence - Le cours Mirabeau,Ladislaus Hoffner,https://commons.wikimedia.org/wiki/File:2016_Aix-en-Provence_-_Le_cours_Mirabeau.jpg,https://upload.wikimedia.org/wikipedia/commons/4/44/2016_Aix-en-Provence_-_Le_cours_Mirabeau.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,1643,1096,2016-06-10 12:51:59,22,14,11,10,8,10,75,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
musee-granet,1,Aix en Provence-FR-13-musee Granet-a1.jpg,"Musée Granet à Aix-en-Provence (Bouches-du-Rhône, France)",François GOGLINS,https://commons.wikimedia.org/wiki/File:Aix_en_Provence-FR-13-musee_Granet-a1.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8e/Aix_en_Provence-FR-13-musee_Granet-a1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,4032,3024,2023-07-01 10:44:30,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
musee-granet,2,Aix-Musée Granet-bjs180814-02.jpg,Musée Granet in Aix-en-Provence,Bjs,https://commons.wikimedia.org/wiki/File:Aix-Mus%C3%A9e_Granet-bjs180814-02.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fa/Aix-Mus%C3%A9e_Granet-bjs180814-02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,4593,3064,2018-08-14 10:48:42,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
musee-granet,3,Aix-Musée Granet-bjs180814-01.jpg,Musée Granet in Aix-en-Provence,Bjs,https://commons.wikimedia.org/wiki/File:Aix-Mus%C3%A9e_Granet-bjs180814-01.jpg,https://upload.wikimedia.org/wikipedia/commons/b/ba/Aix-Mus%C3%A9e_Granet-bjs180814-01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,4626,3085,2018-08-14 10:48:14,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
cassis,1,Cassis.jpg,"Cassis, a city in southern France, seen from the cliffs",Marion Schneider & Christoph Aistleitner --- Contact: Mediocrity,https://commons.wikimedia.org/wiki/File:Cassis.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c3/Cassis.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,3888,2592,2007-08,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
cassis,2,Cap Canaille small.png,"Cap canaille (= Dirty Cape ), near Cassis, Department of Bouches du Rhone, France. This portion of the coast is in the PACA region - by BRGM, IFREMER, and the french ""Earthquake Master plan"" - the site most at risk of ""unstable slopes with mobilization brutal field"" when significant seismic. The collapse of the terrestrial and submarine such a structure would generate a Tsunami and a wave background can resuspend enormous amount of fine particles from the underwater industrial discharge close (Fosse Cassidaigne) of plant Pechiney / Alcan Rio Tinto. in french, this sort of area is called ""tsunamogéniques""",Nnardelli,https://commons.wikimedia.org/wiki/File:Cap_Canaille_small.png,https://upload.wikimedia.org/wikipedia/commons/d/d9/Cap_Canaille_small.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,800,600,2008-12-28,22,14,11,10,5,10,72,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
cassis,3,Cap Canaille (Cassis).jpg,"Cap canaille (= Dirty Cape ), near Cassis, Department of Bouches du Rhone, France. This portion of the coast is in the PACA region - by BRGM, IFREMER, and the french ""Earthquake Master plan"" - the site most at risk of ""unstable slopes with mobilization brutal field"" when significant seismic. The collapse of the terrestrial and submarine such a structure would generate a Tsunami and a wave background can resuspend enormous amount of fine particles from the underwater industrial discharge close (Fosse Cassidaigne) of plant Pechiney / Alcan Rio Tinto. in french, this sort of area is called ""tsunamogéniques""",stephane deneits,https://commons.wikimedia.org/wiki/File:Cap_Canaille_(Cassis).jpg,https://upload.wikimedia.org/wikipedia/commons/8/81/Cap_Canaille_%28Cassis%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,1280,960,2006-11-18,22,14,11,10,5,10,72,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
calanques,1,En-Vau calanque 10.jpg,"The beach of En-Vau calanque, Calanques National Park, Provence-Alpes-Côte d'Azur, France.",kallerna,https://commons.wikimedia.org/wiki/File:En-Vau_calanque_10.jpg,https://upload.wikimedia.org/wikipedia/commons/7/73/En-Vau_calanque_10.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,5400,3600,2024-09-19 11:50,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
calanques,2,Calanque d'En Vau-Cassis.jpg,Calanque d'En-Vau (facing south-east) near Marseilles and Cassis,Tobi 87,https://commons.wikimedia.org/wiki/File:Calanque_d%27En_Vau-Cassis.jpg,https://upload.wikimedia.org/wikipedia/commons/2/27/Calanque_d%27En_Vau-Cassis.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,6480,3826,2011-09-17,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
calanques,3,Calanque d'en Vau bateau.jpg,"View of Calanque d'en Vau on the south coast of France near the town of Cassis, south east of Marseille. Viewed from a tour boat.",DanielMichaelPerry,https://commons.wikimedia.org/wiki/File:Calanque_d%27en_Vau_bateau.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e8/Calanque_d%27en_Vau_bateau.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC0 1.0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,4032,3024,2022-10-10 15:37:05,22,14,11,10,10,10,77,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
atelier-des-lauves,1,Aix-Atelier Cézanne-bjs180816-01.jpg,Atelier Cézanne in Aix-en-Provence,Bjs,https://commons.wikimedia.org/wiki/File:Aix-Atelier_C%C3%A9zanne-bjs180816-01.jpg,https://upload.wikimedia.org/wikipedia/commons/1/15/Aix-Atelier_C%C3%A9zanne-bjs180816-01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,3444,2296,2018-08-16 11:53:43,30,19,15,14,10,10,98,True,장소 대표성·구도·해상도·라이선스를 검토해 승인
atelier-des-lauves,2,Atelierhaus-Cezanne2.jpg,Atelierhaus von Paul Cézanne .,SchiDD,https://commons.wikimedia.org/wiki/File:Atelierhaus-Cezanne2.jpg,https://upload.wikimedia.org/wikipedia/commons/0/00/Atelierhaus-Cezanne2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,1833,1222,2013-04-30 10:22:41,22,14,11,10,8,10,75,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
atelier-des-lauves,3,Plaque Pavillon Atelier Cézanne 9 avenue Paul Cézanne Aix-en-Provence France.JPG,"Cézanne's studio, 9 avenue Paul Cézanne, Aix-en-Provence (France). « Cézanne's studio offered to Aix-en-Provence university by painter's american admirers »",Le Passant,https://commons.wikimedia.org/wiki/File:Plaque_Pavillon_Atelier_C%C3%A9zanne_9_avenue_Paul_C%C3%A9zanne_Aix-en-Provence_France.JPG,https://upload.wikimedia.org/wikipedia/commons/e/e4/Plaque_Pavillon_Atelier_C%C3%A9zanne_9_avenue_Paul_C%C3%A9zanne_Aix-en-Provence_France.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,580,391,2013-05-30,22,14,11,10,5,10,72,False,승인본보다 대표성 또는 모바일 구도가 낮아 대안 후보로 보류
