region,placeId,fact_key,confidence,source,verified_at,phone,blocked_reason
lyon,annecy-palais-de-l-ile-chateau,hours,official,https://www.haute-savoie-tourisme.org/culture/sites-et-monuments/patrimoine-historique/maisons/173255-palais-de-l-ile,2026-08-17,04 85 46 76 70,
lyon,annecy-palais-de-l-ile-chateau,booking,official,https://www.lac-annecy.com/visite-du-musee-chateau-d-annecy/,2026-08-17,04 85 46 76 78,
lyon,cafe-comptoir-abel,closed,unreachable,https://cafecomptoirabel.com/,2026-08-17,,
lyon,cathedrale-saint-jean,closed,official,https://cathedrale-lyon.fr/cathedrale/,2026-08-17,,
lyon,chez-mamie-lise,closed,official,https://www.mamie-lise.com/contact,2026-08-17,04 50 45 41 18,
lyon,croix-rousse,booking,official,https://maisondescanuts.fr/,2026-08-17,04 78 28 62 04,
lyon,croix-rousse-2,closed,official,https://www.lyon.fr/lieu/marches-alimentaires/marche-alimentaire-de-la-croix-rousse,2026-08-17,,
lyon,croix-rousse-2,hours,official,https://www.lyon.fr/lieu/marches-alimentaires/marche-alimentaire-de-la-croix-rousse,2026-08-17,,
lyon,croix-rousse-2,booking,official,https://www.lyon.fr/lieu/marches-alimentaires/marche-alimentaire-de-la-croix-rousse,2026-08-17,,
lyon,croix-rousse-cour-des-voraces-maison-des-canuts,closed,official,https://maisondescanuts.fr/,2026-08-17,04 78 28 62 04,
lyon,croix-rousse-cour-des-voraces-maison-des-canuts,hours,official,https://maisondescanuts.fr/,2026-08-17,04 78 28 62 04,
lyon,croix-rousse-cour-des-voraces-maison-des-canuts,booking,official,https://maisondescanuts.fr/,2026-08-17,04 78 28 62 04,
lyon,fourviere-lugdunum,closed,official,http://lugdunum.grandlyon.com/fr/,2026-08-17,04 72 38 49 30,
lyon,fourviere-lugdunum,hours,official,https://www.fourviere.org/fr/horaires/,2026-08-17,04 72 38 49 30,
lyon,fourviere-lugdunum,booking,official,https://www.fourviere.org/,2026-08-17,04 72 38 49 30,
lyon,halles-de-lyon-paul-bocuse,booking,official,https://www.halles-de-lyon-paulbocuse.com/informations-utiles/,2026-08-17,,
lyon,le-freti,closed,official,https://www.lefreti.fr/,2026-08-17,04 50 51 29 52,
lyon,musee-des-tissus,closed,official,https://www.museedestissus.fr/informations-pratiques/,2026-08-17,,
lyon,parc-de-la-tete-d-or,closed,official,https://www.lyon.fr/lieu/parcs/parc-de-la-tete-dor,2026-08-17,,
lyon,parc-de-la-tete-d-or,hours,official,https://www.lyon.fr/lieu/parcs/parc-de-la-tete-dor,2026-08-17,,
lyon,parc-de-la-tete-d-or,booking,official,https://www.lyon.fr/lieu/parcs/parc-de-la-tete-dor,2026-08-17,,
lyon,saone-rhone,closed,unverified,,2026-08-17,,
lyon,saone-rhone,hours,unverified,,2026-08-17,,
lyon,saone-rhone,booking,unverified,,2026-08-17,,
lyon,tcl,closed,unreachable,https://www.tcl.fr/,2026-08-17,,
lyon,vieux-lyon-traboules,closed,official,https://www.visiterlyon.com/decouvrir/sites-et-monuments/les-traboules-et-cours-de-lyon,2026-08-17,,
lyon,vieux-lyon-traboules,hours,official,https://www.visiterlyon.com/decouvrir/sites-et-monuments/les-traboules-et-cours-de-lyon,2026-08-17,,
lyon,vieux-lyon-traboules,booking,official,https://www.visiterlyon.com/decouvrir/sites-et-monuments/les-traboules-et-cours-de-lyon,2026-08-17,04 72 77 72 33,
nice,cannes-forville-suquet-croisette-walk,closed,official,https://www.cannes.com/fr/mairie/annuaire-pratique/equipements-municipaux/marche-provencal-forville.html,2026-08-17,04 97 06 40 00,
nice,cannes-forville-suquet-croisette-walk,hours,official,https://www.cannes.com/fr/culture/musees-et-expositions/musee-des-explorations-du-monde.html,2026-08-17,04 89 82 26 26,
nice,cannes-forville-suquet-croisette-walk,booking,official,https://www.cannes.com/fr/discover-cannes/marches-provencaux-et-brocantes.html,2026-08-17,,
nice,castle-hill-elevator,closed,unverified,https://www.nice.fr/lieux/parc-de-la-colline-du-chateau/,2026-08-17,3906,
nice,colline-du-chateau,closed,official,https://www.nice.fr/lieux/parc-de-la-colline-du-chateau/,2026-08-17,3906,
nice,colline-du-chateau,booking,official,https://www.nice.fr/lieux/parc-de-la-colline-du-chateau/,2026-08-17,3906,
nice,colline-du-chateau-2,closed,official,https://www.nice.fr/lieux/parc-de-la-colline-du-chateau/,2026-08-17,3906,
nice,colline-du-chateau-2,hours,official,https://www.nice.fr/lieux/parc-de-la-colline-du-chateau/,2026-08-17,3906,
nice,colline-du-chateau-2,booking,official,https://www.nice.fr/lieux/parc-de-la-colline-du-chateau/,2026-08-17,3906,
nice,cours-saleya,closed,official,https://www.explorenicecotedazur.com/en/event/marche-a-la-brocante-saleya/,2026-08-17,,
nice,cours-saleya,booking,official,https://www.explorenicecotedazur.com/en/culture/cours-saleya/,2026-08-17,,
nice,eze,closed,official,https://www.eze-tourisme.com/fr/decouvrir-visiter-se-divertir/visiter-eze/le-village/24-horaires-et-tarifs.html,2026-08-17,+33 4 93 41 10 30,
nice,hertz-nice-ville,closed,official,https://www.hertz.fr/p/location-de-voiture/france/nice/gare-de-nice,2026-08-17,+33 4 97 03 01 20,
nice,la-table-alziari,closed,unverified,https://provence-alpes-cotedazur.com/en/plan-your-stay/restaurants/all-restaurants/restaurant-la-table-alziari-nice-en-2862337/,2026-08-17,+33 4 93 80 34 03,
nice,le-rocher,closed,official,https://www.visitmonaco.com/en/explore/the-12-must-sees-in-monaco/prince-s-palace,2026-08-17,,
nice,le-rocher,hours,official,https://www.visitmonaco.com/en/explore/the-12-must-sees-in-monaco/prince-s-palace,2026-08-17,,
nice,le-rocher,booking,official,https://palais.mc/fr/musees-et-visites/vente-des-places-en-ligne-1-31.html,2026-08-17,,
nice,le-rocher-monaco-ville,closed,official,https://www.visitmonaco.com/en/explore/the-12-must-sees-in-monaco/prince-s-palace,2026-08-17,,
nice,le-rocher-monaco-ville,hours,official,https://www.visitmonaco.com/en/explore/the-12-must-sees-in-monaco/prince-s-palace,2026-08-17,,
nice,le-rocher-monaco-ville,booking,official,https://palais.mc/fr/musees-et-visites/vente-des-places-en-ligne-1-31.html,2026-08-17,,
nice,le-suquet-cannes,closed,official,https://www.cannes.com/fr/culture/musees-et-expositions/musee-des-explorations-du-monde.html,2026-08-17,04 89 82 26 26,
nice,le-suquet-cannes,hours,official,https://www.cannes.com/fr/culture/musees-et-expositions/musee-des-explorations-du-monde.html,2026-08-17,04 89 82 26 26,
nice,le-suquet-cannes,booking,official,https://www.cannes.com/fr/culture/musees-et-expositions/musee-des-explorations-du-monde.html,2026-08-17,04 89 82 26 26,
nice,lignes-dazur,closed,official,https://www.lignesdazur.com/fr/agences-lignes-dazur,2026-08-17,08 1006 1006,
nice,marche-de-la-liberation,booking,official,https://www.nice.fr/commerce-local/les-marches-de-plein-vent/,2026-08-17,3906,
nice,marche-forville,booking,official,https://www.cannes.com/fr/mairie/annuaire-pratique/equipements-municipaux/marche-provencal-forville.html,2026-08-17,04 97 06 40 00,
nice,marche-forville-cannes,closed,official,https://www.cannes.com/fr/mairie/annuaire-pratique/equipements-municipaux/marche-provencal-forville.html,2026-08-17,04 97 06 40 00,
nice,marche-forville-cannes,hours,official,https://www.cannes.com/fr/cadre-de-vie/travaux-en-cours/marche-forville.html,2026-08-17,04 97 06 40 00,
nice,marche-forville-cannes,booking,official,https://www.cannes.com/fr/mairie/annuaire-pratique/equipements-municipaux/marche-provencal-forville.html,2026-08-17,04 97 06 40 00,
nice,monaco,closed,official,https://www.visitmonaco.com/en/explore/the-12-must-sees-in-monaco/prince-s-palace,2026-08-17,,
nice,monaco,hours,official,https://www.visitmonaco.com/en/explore/the-12-must-sees-in-monaco/prince-s-palace,2026-08-17,,
nice,monaco,booking,official,https://palais.mc/fr/musees-et-visites/vente-des-places-en-ligne-1-31.html,2026-08-17,,
nice,monaco-rocher-port-monte-carlo-walk,closed,official,https://www.visitmonaco.com/en/explore/the-12-must-sees-in-monaco/prince-s-palace,2026-08-17,,
nice,monaco-rocher-port-monte-carlo-walk,hours,official,https://www.visitmonaco.com/en/explore/the-12-must-sees-in-monaco/prince-s-palace,2026-08-17,,
nice,monaco-rocher-port-monte-carlo-walk,booking,official,https://www.visitmonaco.com/en/explore/the-12-must-sees-in-monaco/prince-s-palace,2026-08-17,,
nice,nice-old-town-castle-hill-walk,closed,official,https://www.nice.fr/lieux/parc-de-la-colline-du-chateau/,2026-08-17,3906,
nice,nice-old-town-castle-hill-walk,hours,official,https://www.nice.fr/lieux/parc-de-la-colline-du-chateau/,2026-08-17,3906,
nice,nice-old-town-castle-hill-walk,booking,official,https://www.nice.fr/lieux/parc-de-la-colline-du-chateau/,2026-08-17,3906,
nice,promenade-des-anglais,closed,official,https://www.nice.fr/fr/patrimoine-et-culture/la-promenade-des-anglais,2026-08-17,3906,
nice,promenade-des-anglais,hours,official,https://www.nice.fr/fr/patrimoine-et-culture/la-promenade-des-anglais,2026-08-17,3906,
nice,promenade-des-anglais,booking,official,https://www.nice.fr/fr/patrimoine-et-culture/la-promenade-des-anglais,2026-08-17,3906,
nice,vieux-nice,closed,official,https://www.explorenicecotedazur.com/en/culture/cours-saleya/,2026-08-17,3906,
nice,vieux-nice,hours,official,https://www.explorenicecotedazur.com/en/event/marche-a-la-brocante-saleya/,2026-08-17,,
nice,vieux-nice,booking,official,https://www.explorenicecotedazur.com/en/culture/cours-saleya/,2026-08-17,,
paris,a-d-aligre-butte-aux-cailles-convention-batignolles,closed,unverified,,,,"동네 산책 모듈(단일 시설 아님) — paris.fr 마르셰 보보/알리그르 페이지 404, 공식 휴무일 미확인"
paris,a-d-aligre-butte-aux-cailles-convention-batignolles,hours,unverified,,,,동네 산책 모듈 — 공식 운영시간 정보원 없음
paris,a-d-aligre-butte-aux-cailles-convention-batignolles,booking,unverified,,,,"동네 산책 모듈 — 예약 개념 없음, 공식 확인 불가"
paris,arc-de-triomphe-longchamp,note,official,https://billetterie.france-galop.com/evenement/qatar-prix-de-larc-de-triomphe/,2026-08-17,,
paris,bnf-richelieu-salle-ovale,closed,official,https://www.bnf.fr/fr/richelieu,2026-08-17,+33 1 53 79 59 59,
paris,bnf-richelieu-salle-ovale,hours,official,https://www.bnf.fr/fr/richelieu,2026-08-17,+33 1 53 79 59 59,
paris,bnf-richelieu-salle-ovale,booking,official,https://www.bnf.fr/fr/richelieu,2026-08-17,+33 1 53 79 59 59,
paris,giverny-fondation-claude-monet,closed,unreachable,,,,"fondation-monet.com 접속 실패 (ECONNRESET / ECONNREFUSED, 2회 시도)"
paris,giverny-fondation-claude-monet,hours,unreachable,,,,fondation-monet.com 접속 실패 (2회 시도)
paris,giverny-fondation-claude-monet,booking,unreachable,,,,fondation-monet.com 접속 실패 (2회 시도)
paris,grand-palais,closed,official,https://www.grandpalais.fr/en/plan-your-visit,2026-08-17,,
paris,grand-palais,hours,official,https://www.grandpalais.fr/en/plan-your-visit,2026-08-17,,
paris,grand-palais,booking,official,https://www.grandpalais.fr/en/plan-your-visit,2026-08-17,,
paris,grand-palais-cezanne-et-nous,closed,official,https://www.grandpalais.fr/en/program/cezanne-et-nous,2026-08-17,,
paris,grand-palais-cezanne-et-nous,hours,official,https://www.grandpalais.fr/en/program/cezanne-et-nous,2026-08-17,,
paris,grand-palais-cezanne-et-nous,booking,official,https://www.grandpalais.fr/en/program/cezanne-et-nous,2026-08-17,,
paris,latin-quarter-pantheon-rue-mouffetard-sorbonne-ile-saint-lou,closed,unverified,,,,지구(district) 단위 항목 — 단일 공식 운영정보 없음. paris-pantheon.fr 실용정보 페이지 404
paris,latin-quarter-pantheon-rue-mouffetard-sorbonne-ile-saint-lou,hours,unverified,,,,지구 단위 항목 — 공식 운영시간 없음
paris,latin-quarter-pantheon-rue-mouffetard-sorbonne-ile-saint-lou,booking,unverified,,,,지구 단위 항목 — 예약 대상 아님
paris,le-marais-place-des-vosges-carnavalet-archives,closed,official,https://www.carnavalet.paris.fr/en/informations-pratiques,2026-08-17,,
paris,le-marais-place-des-vosges-carnavalet-archives,hours,official,https://www.carnavalet.paris.fr/en/informations-pratiques,2026-08-17,,
paris,le-marais-place-des-vosges-carnavalet-archives,booking,official,https://www.carnavalet.paris.fr/en/informations-pratiques,2026-08-17,,
paris,montmartre-south-pigalle,closed,unverified,,,,지구 단위 항목 — 단일 공식 운영정보 없음
paris,montmartre-south-pigalle,hours,unverified,,,,지구 단위 항목 — 공식 운영시간 없음
paris,montmartre-south-pigalle,booking,unverified,,,,지구 단위 항목 — 예약 대상 아님
paris,montmartre-south-pigalle-sacre-c-ur,closed,official,https://www.sacre-coeur-montmartre.com/english/,2026-08-17,+33 1 53 41 89 00,
paris,montmartre-south-pigalle-sacre-c-ur,hours,official,https://www.sacre-coeur-montmartre.com/english/,2026-08-17,+33 1 53 41 89 00,
paris,montmartre-south-pigalle-sacre-c-ur,booking,unverified,,,+33 1 53 41 89 00,공식 페이지에 예약 관련 안내 미게재
paris,montorgueil-les-halles,closed,unverified,,,,지구 단위 항목 — 단일 공식 운영정보 없음
paris,montorgueil-les-halles,hours,unverified,,,,지구 단위 항목 — 공식 운영시간 없음
paris,montorgueil-les-halles,booking,unverified,,,,지구 단위 항목 — 예약 대상 아님
paris,musee-d-orsay,booking,unreachable,,,,musee-orsay.fr HTTP 403 (2회 시도)
paris,musee-de-l-orangerie,closed,unreachable,,,,musee-orangerie.fr HTTP 403 (2회 시도)
paris,musee-de-l-orangerie,hours,unreachable,,,,musee-orangerie.fr HTTP 403 (2회 시도)
paris,musee-de-l-orangerie,booking,unreachable,,,,musee-orangerie.fr HTTP 403 (2회 시도)
paris,musee-de-l-orangerie-monet-peindre-le-temps,closed,unreachable,,,,musee-orangerie.fr HTTP 403 (2회 시도)
paris,musee-de-l-orangerie-monet-peindre-le-temps,hours,unreachable,,,,musee-orangerie.fr HTTP 403 (2회 시도)
paris,musee-de-l-orangerie-monet-peindre-le-temps,booking,unreachable,,,,musee-orangerie.fr HTTP 403 (2회 시도)
paris,musee-du-louvre,hours,official,https://www.louvre.fr/en/visit,2026-08-17,+33 1 40 20 53 17,
paris,musee-du-louvre,booking,official,https://www.louvre.fr/en/visit,2026-08-17,+33 1 40 20 53 17,
paris,musee-marmottan-monet,closed,official,https://www.marmottan.fr/en/informations-pratiques/,2026-08-17,+33 1 44 96 50 33,
paris,navigo-idfm,closed,unreachable,,,,iledefrance-mobilites.fr HTTP 403 (2회 시도)
paris,notre-dame-de-paris,closed,unreachable,,,,notredamedeparis.fr HTTP 403 (2회 시도)
paris,sacre-coeur,closed,official,https://www.sacre-coeur-montmartre.com/english/,2026-08-17,+33 1 53 41 89 00,
paris,versailles,closed,official,https://en.chateauversailles.fr/plan-your-visit/practical-information,2026-08-17,+33 1 30 83 78 00,
paris,versailles,hours,official,https://en.chateauversailles.fr/plan-your-visit/practical-information,2026-08-17,+33 1 30 83 78 00,
paris,versailles,booking,official,https://en.chateauversailles.fr/plan-your-visit/practical-information,2026-08-17,+33 1 30 83 78 00,
paris,versailles-2,closed,official,https://en.chateauversailles.fr/plan-your-visit/practical-information,2026-08-17,+33 1 30 83 78 00,
paris,versailles-2,hours,official,https://en.chateauversailles.fr/plan-your-visit/practical-information,2026-08-17,+33 1 30 83 78 00,
paris,versailles-2,booking,official,https://en.chateauversailles.fr/plan-your-visit/practical-information,2026-08-17,+33 1 30 83 78 00,
