region,type,kind,slug,name,local_name,verdict,recommended_query,resolved_name,resolved_address,current_lat,current_lng,has_coords,evidence_url,note
nice,place,spot,monaco,Monaco,Principauté de Monaco,FOUND,Monaco,Principauté de Monaco,Monaco,43.7353,7.4206,Y,https://www.visitmonaco.com/,
nice,place,node,nce-t2,NCE T2,Aéroport Nice Côte d'Azur — Terminal 2 (Tram L2),FOUND,"Aéroport Terminal 2, Nice",Aéroport Nice Côte d'Azur Terminal 2,"Terminal 2, Aéroport Nice Côte d'Azur, 06206 Nice",43.65971,7.20461,Y,https://fr.wikipedia.org/wiki/Ligne_2_du_tramway_de_Nice,'NCE T2' 로는 검색 불가 — 프랑스어 정식명 필수
nice,place,node,nice-ville,Nice-Ville,Gare de Nice-Ville (TER PACA),FOUND,Gare de Nice-Ville,Gare de Nice-Ville,"Avenue Thiers, 06000 Nice",43.7047,7.2619,Y,https://www.garesetconnexions.sncf/fr/gare/frnic/nice-ville,'Gare de' 접두 필수
nice,place,spot,promenade-des-anglais,Promenade des Anglais,Promenade des Anglais,FOUND,"Promenade des Anglais, Nice",Promenade des Anglais,"Promenade des Anglais, 06000 Nice",43.695,7.257,Y,https://www.explorenicecotedazur.com/,약 7km 구간이라 좌표는 대표점
nice,place,spot,restaurant-beatrice,Restaurant & Salon de Thé Béatrice,Restaurant et Salon de Thé Béatrice — Villa Ephrussi de Rothschild,FOUND,"Restaurant Béatrice, Villa Ephrussi de Rothschild, Saint-Jean-Cap-Ferrat",Restaurant & Salon de thé Béatrice,"1 Avenue Ephrussi de Rothschild, 06230 Saint-Jean-Cap-Ferrat",43.6865,7.3323,Y,https://www.villa-ephrussi.com/en/prepare-your-visit/restaurant-beatrice-tea-room,'Béatrice' 단독은 동명 다수 — 빌라명 필수. 실제 도시는 SAINT-JEAN-CAP-FERRAT
nice,place,spot,vieux-nice,Vieux Nice — 구시가지,Vieux-Nice (Babazouk),FOUND,"Vieux Nice, Nice",Vieux-Nice,"Vieux-Nice, 06300 Nice",43.6975,7.2783,Y,https://www.explorenicecotedazur.com/,'Babazouk' 는 별칭 — 검색어에 넣지 말 것
nice,place,spot,villa-ephrussi-de-rothschild,Villa Ephrussi de Rothschild,Villa Ephrussi de Rothschild,FOUND,"Villa Ephrussi de Rothschild, Saint-Jean-Cap-Ferrat",Villa & Jardins Ephrussi de Rothschild,"1 Avenue Ephrussi de Rothschild, 06230 Saint-Jean-Cap-Ferrat",43.6865,7.3323,Y,https://villa-ephrussi.com/,실제 도시는 SAINT-JEAN-CAP-FERRAT
paris,place,spot,bnf-richelieu,BnF Richelieu,Bibliothèque nationale de France — Site Richelieu,FOUND,"BnF Richelieu, Paris",BnF – Site Richelieu,"5 Rue Vivienne, 75002 Paris",,,N,https://www.bnf.fr/en/the-bnfs-richelieu-site,좌표 없음. 입구 2곳이나 단일 시설
paris,place,spot,bouillon-chartier-montparnasse,Bouillon Chartier Montparnasse,Bouillon Chartier — Montparnasse (Monument Historique 1903),FOUND,"Bouillon Chartier Montparnasse, Paris",Bouillon Chartier Montparnasse,"59 Boulevard du Montparnasse, 75006 Paris",48.8472,2.2894,Y,https://www.bouillon-chartier.com/en/bouillon-chartier-montparnasse-en/,좌표 약 2.5km 오차(숙소 좌표 복사). 'Montparnasse' 필수 — 복수 지점
paris,place,spot,boulangerie-pichard,Boulangerie Pichard,Boulangerie-Pâtisserie Pichard,FOUND,"Boulangerie Pichard, 88 rue Cambronne, Paris",Boulangerie Pichard,"88 Rue Cambronne, 75015 Paris",48.8472,2.2894,Y,https://parisbymouth.com/boulangerie-pichard/,좌표 약 1km 오차. 'La Maison Pichard' 로도 등재
paris,place,spot,bourse-de-commerce-pinault-collection,Bourse de Commerce — Pinault Collection,Bourse de Commerce — Pinault Collection,FOUND,"Bourse de Commerce — Pinault Collection, Paris",Bourse de Commerce — Pinault Collection,"2 Rue de Viarmes, 75001 Paris",48.8625,2.3425,Y,https://www.pinaultcollection.com/en/boursedecommerce/practical-info,좌표 일치
paris,place,spot,cafe-du-commerce,Café du Commerce,Le Café du Commerce — Brasserie Historique 1921,FOUND,"Le Café du Commerce, 51 rue du Commerce, Paris",Le Café du Commerce,"51 Rue du Commerce, 75015 Paris",48.8472,2.2894,Y,https://www.lecafeducommerce.com/infos-pratiques/,좌표 약 400m 오차. 동명 업소 다수 — 주소 병기 필수
paris,place,spot,centre-pompidou,Centre Pompidou,Centre Pompidou (Musée National d'Art Moderne),FOUND,"Centre Pompidou, Paris",Centre Pompidou,"Place Georges-Pompidou, 75004 Paris",,,N,https://www.centrepompidou.fr/en/centre-pompidou-is-transforming-itself,2025-09-22 ~ 2030 전면 휴관 — 여행 기간 방문 불가. 좌표 없음
paris,place,spot,giverny,Giverny,Fondation Claude Monet à Giverny,FOUND,"Fondation Claude Monet, Giverny",Fondation Claude Monet,"84 Rue Claude Monet, 27620 Giverny",,,N,https://fondation-monet.com/en/useful-information/,실제는 노르망디(파리 75km). region=paris 오해 소지
paris,place,spot,grand-palais,Grand Palais,Grand Palais (Nef & Galeries Nationales),FOUND,"Grand Palais, Paris",Grand Palais,"3 Avenue du Général Eisenhower, 75008 Paris",48.8661,2.3125,Y,https://www.grandpalais.fr/,좌표 일치
paris,place,spot,le-grand-pan,Le Grand Pan,Restaurant Le Grand Pan — Bistrot de Saison,FOUND,"Le Grand Pan, 20 rue Rosenwald, Paris",Le Grand Pan,"20 Rue Rosenwald, 75015 Paris",48.8472,2.2894,Y,https://www.legrandpan.fr/,좌표 약 2km 오차(숙소 좌표 복사)
paris,place,spot,marche-convention,Marché Convention,Marché Découvert Convention,FOUND,"Marché Convention, Paris 15",Marché Convention,"Rue de la Convention, 75015 Paris",48.8472,2.2894,Y,https://www.paris.fr/lieux/marche-convention-5501,좌표 약 900m 오차. 파리시 공식 개장 화·목·일 — 원고 요일 확인 필요
paris,place,spot,montorgueil,Montorgueil,Rue Montorgueil (2e arrondissement),FOUND,"Rue Montorgueil, 75002 Paris",Rue Montorgueil,"Rue Montorgueil, 75002 Paris",48.864,2.346,Y,https://en.wikipedia.org/wiki/Rue_Montorgueil,거리로 해석. 핀은 중간점
paris,place,spot,musee-carnavalet,Musée Carnavalet,Musée Carnavalet - Histoire de Paris,FOUND,"Musée Carnavalet, Paris",Musée Carnavalet – Histoire de Paris,"23 Rue de Sévigné, 75003 Paris",48.8572,2.3625,Y,https://www.carnavalet.paris.fr/,좌표 일치
paris,place,spot,musee-d-art-moderne-de-paris,Musée d'Art Moderne de Paris,Musée d'Art Moderne de Paris (MAM / Palais de Tokyo 동관),FOUND,"Musée d'Art Moderne de Paris, Paris",Musée d'Art Moderne de Paris,"11 Avenue du Président Wilson, 75116 Paris",48.8647,2.2978,Y,https://www.mam.paris.fr/,Palais de Tokyo 와 입구·기관 다름
paris,place,spot,musee-d-orsay,Musée d'Orsay,Musée d'Orsay,FOUND,"Musée d'Orsay, Paris",Musée d'Orsay,"1 Rue de la Légion d'Honneur, 75007 Paris",48.86,2.3266,Y,https://www.musee-orsay.fr/,좌표 일치
paris,place,spot,musee-de-l-orangerie,Musée de l'Orangerie,Musée de l'Orangerie,FOUND,"Musée de l'Orangerie, Paris",Musée de l'Orangerie,"Jardin des Tuileries, 75001 Paris",48.8638,2.3225,Y,https://www.musee-orangerie.fr/,좌표 일치
paris,place,spot,musee-du-louvre,Musée du Louvre,Musée du Louvre,FOUND,"Musée du Louvre, Paris",Musée du Louvre,"Rue de Rivoli, 75001 Paris",48.8606,2.3376,Y,https://www.louvre.fr/,좌표 일치
paris,place,spot,musee-du-luxembourg,Musée du Luxembourg,Musée du Luxembourg (Sénat),FOUND,"Musée du Luxembourg, Paris",Musée du Luxembourg,"19 Rue de Vaugirard, 75006 Paris",48.8481,2.3344,Y,https://museeduluxembourg.fr/en/hours-and-access,인접 Palais·Jardin 과 혼동 주의
paris,place,spot,musee-guimet,Musée Guimet,Musée National des Arts Asiatiques - Guimet (MNAAG),FOUND,"Musée Guimet, Paris",MNAAG – Guimet,"6 Place d'Iéna, 75116 Paris",48.865,2.2936,Y,https://www.guimet.fr/en,좌표 일치
paris,place,spot,musee-gustave-moreau,Musée Gustave Moreau,Musée National Gustave Moreau,FOUND,"Musée Gustave Moreau, Paris",Musée national Gustave Moreau,"14 Rue de La Rochefoucauld, 75009 Paris",48.8778,2.3364,Y,https://en.wikipedia.org/wiki/Mus%C3%A9e_national_Gustave_Moreau,좌표 일치
paris,place,spot,musee-jacquemart-andre,Musée Jacquemart-André,Musée Jacquemart-André,FOUND,"Musée Jacquemart-André, Paris",Musée Jacquemart-André,"158 Boulevard Haussmann, 75008 Paris",48.8756,2.3106,Y,https://www.musee-jacquemart-andre.com/,좌표 일치
paris,place,spot,musee-marmottan-monet,Musée Marmottan Monet,Musée Marmottan Monet,FOUND,"Musée Marmottan Monet, Paris",Musée Marmottan Monet,"2 Rue Louis-Boilly, 75016 Paris",48.8592,2.2672,Y,https://www.marmottan.fr/en/,좌표 일치
paris,place,spot,musee-picasso-paris,Musée Picasso Paris,Musée National Picasso-Paris (Hôtel Salé),FOUND,"Musée Picasso Paris, Paris",Musée national Picasso-Paris,"5 Rue de Thorigny, 75003 Paris",48.8597,2.3622,Y,https://www.museepicassoparis.fr/,좌표 일치
paris,place,spot,musee-rodin,Musée Rodin,Musée Rodin (Hôtel Biron),FOUND,"Musée Rodin, Paris",Musée Rodin,"77 Rue de Varenne, 75007 Paris",48.8553,2.3158,Y,https://www.musee-rodin.fr/,Meudon 별관 존재 — 'Paris' 필수
paris,place,spot,notre-dame-de-paris,Notre-Dame de Paris,Cathédrale Notre-Dame de Paris,FOUND,"Cathédrale Notre-Dame de Paris, Paris",Cathédrale Notre-Dame de Paris,"6 Parvis Notre-Dame, 75004 Paris",48.853,2.3499,Y,https://www.notredamedeparis.fr/,좌표 일치
paris,place,spot,petit-palais,Petit Palais,Petit Palais (Musée des Beaux-Arts de la Ville de Paris),FOUND,"Petit Palais, Paris",Petit Palais,"Avenue Winston-Churchill, 75008 Paris",48.8661,2.3144,Y,https://www.petitpalais.paris.fr/,좌표 일치
paris,place,spot,versailles,Versailles,Château et domaine de Versailles,FOUND,"Château de Versailles, Versailles",Château de Versailles,"Place d'Armes, 78000 Versailles",48.8,2.1286,Y,https://en.chateauversailles.fr/,'Versailles' 단독은 도시명 — 'Château de' 필수. 좌표 약 700m 오차
aix,hotel,hotel,MEJANES-HOTEL,Les Toits de Méjanes (Airbnb),,NOT_FOUND,,Résidence Les Toits de Méjanes,"2 Place Coimbra, 13090 Aix-en-Provence",,,N,https://www.aix.fr/,Airbnb 상품명 — 구글맵 POI 없음. 주소로만 검색 가능
aix,place,spot,calanques,Calanques,"Parc National des Calanques (En-Vau, Port-Pin, Port-Miou)",AMBIGUOUS,,Parc national des Calanques,Cassis·Marseille 사이 해안,43.2131,5.5386,Y,https://www.calanques-parcnational.fr/,칼랑크 3곳이 한 항목. 좌표는 칼랑크가 아니라 Cassis 항구 근처 — 오류
aix,place,spot,place-richelme-place-des-precheurs,시장 — Place Richelme · Place des Prêcheurs,Marché d'Aix-en-Provence (Place Richelme & Place des Prêcheurs),AMBIGUOUS,,Place Richelme / Place des Prêcheurs,13100 Aix-en-Provence,43.5297,5.4478,Y,https://www.aix.fr/incontournables/place-richelme,두 광장이 한 항목 — 분리 필요
aix,place,spot,vieil-aix,Vieil Aix — 구시가지,Vieil Aix (Centre Ancien),AMBIGUOUS,,Vieil Aix,13100 Aix-en-Provence 구시가,43.5311,5.4472,Y,https://www.aix.fr/incontournables/vieil-aix,관용 호칭 — 단일 핀 없음. 앵커로 Place de l'Hôtel de Ville 권장
avignon,hotel,hotel,CLOCHER-HOTEL,La Terrasse du Clocher (후보),,NOT_FOUND,,Les Appartements du Clocher / Hôtel le Magnan,"Quartier des Carmes, 84000 Avignon",43.94993,4.81302,Y,https://en.hotel-magnan.com/appartement-la-terrasse-du-clocher,임대 아파트 상품명 — 구글맵 단독 핀 없음. 미확정 숙소
avignon,place,spot,la-roquette,La Roquette,Quartier de la Roquette (Arles),AMBIGUOUS,,Quartier de la Roquette (Arles),13200 Arles,43.675,4.6231,Y,https://fr.wikipedia.org/wiki/La_Roquette_(quartier_d%27Arles),면 단위. 동명 지명 다수. 앵커로 Église Saint-Césaire 권장
barcelona,place,walk,barcelona-historic-walk,Barcelona 역사도심 — Barri Gòtic·Rambla 권역,,NOT_FOUND,,,,,,N,,도보 권역 개념 — 구글맵 POI 없음
barcelona,place,walk,barcelona-modernisme-walk,Barcelona Modernisme — Eixample 권역,,NOT_FOUND,,,,,,N,,도보 권역 개념 — 구글맵 POI 없음
barcelona,place,spot,bodega-joan,Bodega Joan,Bodega Joan,AMBIGUOUS,,Bodega Joan,"Carrer del Rosselló 164, 08036 Barcelona",41.3892,2.1585,Y,https://www.bodegajoan.com/en,동명 2곳 — 번지 필수. 좌표 200m+ 오차
girona,place,walk,girona-old-town-walk,Girona 구시가지 — Call·성벽·대성당 권역,,NOT_FOUND,,,,,,N,,도보 권역 개념 — 구글맵 POI 없음
lyon,place,spot,annecy,Annecy 구시가지,Annecy (Vieille Ville & Lac d'Annecy),AMBIGUOUS,,Annecy Vieille Ville,"Vieille Ville, 74000 Annecy",45.8992,6.1286,Y,https://en.wikipedia.org/wiki/Annecy,구시가+호수를 묶어 핀이 임의. 앵커로 Palais de l'Île 권장. city_hint 오류(Lyon)
lyon,place,spot,croix-rousse,Croix-Rousse,La Croix-Rousse (La Colline qui travaille),AMBIGUOUS,,La Croix-Rousse,"Place de la Croix-Rousse, 69004 Lyon",45.7744,4.8319,Y,https://en.wikipedia.org/wiki/Croix-Rousse,면 단위. 동명 역·병원과 충돌. 앵커로 Place de la Croix-Rousse 권장
lyon,place,spot,daniel-et-denise,Daniel et Denise,Daniel et Denise — Bouchon Lyonnais (Créqui),AMBIGUOUS,,Daniel et Denise Créqui,"156 rue de Créqui, 69003 Lyon",45.746467,4.868933,Y,https://guide.michelin.com/fr/fr/auvergne-rhone-alpes/lyon/restaurant/daniel-et-denise-crequi,리옹 내 다지점 — 지점명 필수. 좌표 오류(숙소 좌표 복사)
lyon,place,spot,fourviere,Fourvière,Colline de Fourvière (Basilique & Théâtres Romains),AMBIGUOUS,,Basilique Notre-Dame de Fourvière,"8 Place de Fourvière, 69005 Lyon",45.7622,4.8225,Y,https://en.wikipedia.org/wiki/Notre-Dame_de_Fourvi%C3%A8re,언덕 전체(바실리카+로마극장)를 묶음 — 400m 떨어진 두 지점
lyon,place,spot,vieux-lyon,Vieux Lyon · 트라불,Vieux Lyon & Les Traboules,AMBIGUOUS,,Vieux Lyon (Saint-Jean),"Quartier Saint-Jean, 69005 Lyon",45.7619,4.8272,Y,https://en.wikipedia.org/wiki/Vieux_Lyon,구역+통로 총칭 — 단일 핀 없음. 앵커로 Cathédrale Saint-Jean-Baptiste 권장
nice,hotel,hotel,PALAIS-ALZIRA-HOTEL,Palais ALZIRA · 12 Rue Verdi,,NOT_FOUND,,Palais Alzira,"12 rue Verdi, 06000 Nice",43.6996749,7.2608829,Y,http://www.facades-de-nice.fr/facades/palaisalzira-palaisamneris---76.php,사설 주거건물이라 상호 POI 없음 — 주소로 질의해야 함
nice,place,walk,cannes-walk,Cannes Forville–Suquet–Croisette Walk,"Promenade de Cannes : Forville, Suquet et Croisette",NOT_FOUND,,,,,,N,,산책 코스명(가공). 구글맵 POI 아님
nice,place,walk,monaco-walk,Monaco Rocher–Port–Monte Carlo Walk,Promenade de Monaco : Du Rocher à Monte-Carlo,NOT_FOUND,,,,,,N,,산책 코스명(가공). 구글맵 POI 아님
nice,place,walk,nice-walk,Nice Old Town–Castle Hill Walk,Promenade du Vieux-Nice à la Colline du Château,NOT_FOUND,,,,,,N,,산책 코스명(가공). 구글맵 POI 아님
paris,hotel,hotel,LOURMEL-HOTEL,78 Rue de Lourmel (파리 15구),,AMBIGUOUS,,,"78 Rue de Lourmel, 75015 Paris",48.8472,2.2894,Y,,업소명 없는 주소형 숙소 — 이름 검색 대상 아님. 좌표가 실제보다 300~400m 어긋남
paris,place,spot,latin-quarter,Latin Quarter,Quartier Latin (5e arrondissement),AMBIGUOUS,,Quartier Latin,"Quartier Latin, 75005 Paris",48.8462,2.3372,Y,https://en.wikipedia.org/wiki/Latin_Quarter,_Paris
paris,place,spot,le-marais,Le Marais,Le Marais (3e & 4e arrondissements),AMBIGUOUS,,Le Marais,"Le Marais, 75003/75004 Paris",48.8589,2.3589,Y,https://en.wikipedia.org/wiki/Le_Marais,지구 — 대표 지점(Place des Vosges 등) 지정 권장
paris,place,spot,montmartre-south-pigalle,Montmartre · South Pigalle,"Montmartre & South Pigalle (SoPi, 18e & 9e)",NOT_FOUND,,,,48.8867,2.3431,Y,,18구+9구 두 지구를 묶은 편집 명칭 — 단일 POI 없음
return,hotel,hotel,INFLIGHT,기내 (OZ502) — 숙소 없음,,NOT_FOUND,,,,,,N,,지리적 장소가 아님 — 지도 대상 제외
