contentId,filePath,headingLevel,sectionTitle,contentType,wordCount,linkCount,imageCount,hash
05_Girona_Collioure_Emporda_v2.1#121,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,8.4 Calella de Palafrugell — 핵심 일정에서 제외된 대체안,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#122,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,볼 것,city-guide,22,0,0,6a6e9120894d3c03
05_Girona_Collioure_Emporda_v2.1#123,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,주차,city-guide,28,0,0,f557cc073b59df70
05_Girona_Collioure_Emporda_v2.1#124,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,해안산책,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#125,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,4,기본,city-guide,19,0,0,790895a12f6d577d
05_Girona_Collioure_Emporda_v2.1#126,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,4,선택,city-guide,27,0,0,d49531ebfe8888dc
05_Girona_Collioure_Emporda_v2.1#127,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,8.5 Calella 카페·이른 저녁,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#128,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,El Tragamar — 전망과 휴식,city-guide,15,0,0,59d407a49370d027
05_Girona_Collioure_Emporda_v2.1#129,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,El Didal — 해산물,city-guide,9,0,0,87fed33bd1ac811b
05_Girona_Collioure_Emporda_v2.1#130,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Calau — 타파스,city-guide,11,0,0,e0468734cee02d00
05_Girona_Collioure_Emporda_v2.1#131,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Sa Jambina — 생선요리,city-guide,11,0,0,84bb2314f3cbf026
05_Girona_Collioure_Emporda_v2.1#132,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,8.6 Bàscara 복귀와 저녁,city-guide,31,0,0,52748dd3f012e399
05_Girona_Collioure_Emporda_v2.1#133,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,간단한 디저트,city-guide,24,0,0,441a4f7c756d1fc7
05_Girona_Collioure_Emporda_v2.1#134,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,1,9. Day 4 — 9월 4일 금요일,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#135,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,Bàscara 체크아웃 후 니스로 이동,city-guide,10,0,0,cb3cdcc444e2173a
05_Girona_Collioure_Emporda_v2.1#136,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,모듈 A — 동일 차량으로 니스 이동,city-guide,25,0,0,b31db36e8306b898
05_Girona_Collioure_Emporda_v2.1#137,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,모듈 B — 지로나 반납 후 철도 이동,city-guide,24,0,0,3316ef7a8d6fa792
05_Girona_Collioure_Emporda_v2.1#138,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,출발 전 30분 옵션,city-guide,23,0,0,b678731ec3795037
05_Girona_Collioure_Emporda_v2.1#139,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,1,Layer 2. 지역 이해와 선택 정보,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#140,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,1,11. 추천 등급,city-guide,100,0,0,f3c5ce5d66b462e7
05_Girona_Collioure_Emporda_v2.1#141,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,1,12. 운동과 휴식,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#142,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,Jason,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#143,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,기본 러닝,city-guide,23,0,0,86797890e7c69d9a
05_Girona_Collioure_Emporda_v2.1#144,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,대체,city-guide,14,0,0,15c9dd533cfa32ef
05_Girona_Collioure_Emporda_v2.1#145,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,Julia,city-guide,30,0,0,5aaa6d36d9b3f5bc
05_Girona_Collioure_Emporda_v2.1#146,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,스케치,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#147,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,1순위,city-guide,11,0,0,a35610a72e6b4a10
05_Girona_Collioure_Emporda_v2.1#148,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,2순위,city-guide,17,0,0,ab0125a1675df713
05_Girona_Collioure_Emporda_v2.1#149,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,1,13. 음식·시장·카페,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#150,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,엠포르다 요리를 이해하는 한 문장,city-guide,42,0,0,9bac834c85dd4a95
05_Girona_Collioure_Emporda_v2.1#151,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,주문할 때 찾을 것,city-guide,93,0,0,6ae9d5ed368593c3
05_Girona_Collioure_Emporda_v2.1#152,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,날짜별 성격,city-guide,75,0,0,ff35de7f986a3da0
05_Girona_Collioure_Emporda_v2.1#153,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,시장,city-guide,21,0,0,82decb1e535c3446
05_Girona_Collioure_Emporda_v2.1#154,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,13.1 지로나에서 살 것,city-guide,16,0,0,006114dcbf40c838
05_Girona_Collioure_Emporda_v2.1#155,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,13.2 Mercat del Lleó,city-guide,26,0,0,fbbf55a755599ac1
05_Girona_Collioure_Emporda_v2.1#156,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,13.3 거리시장,city-guide,21,0,0,2c495fe852c51a48
05_Girona_Collioure_Emporda_v2.1#157,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,13.4 추천 식당 역할표,city-guide,39,0,0,18881fdcc7b90449
05_Girona_Collioure_Emporda_v2.1#158,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,13.5 카페·빵집 후보,city-guide,23,0,0,f83d5c26c6acd87e
05_Girona_Collioure_Emporda_v2.1#159,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,1,14. 2026년 체류기간 이벤트,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#160,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,확정적으로 겹치는 전시,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#161,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Bòlit 전시 시리즈,city-guide,22,0,0,f3b239b00756b2c5
05_Girona_Collioure_Emporda_v2.1#162,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Museum of Jewish History 특별전,city-guide,6,0,0,bb3e289b55e19a84
05_Girona_Collioure_Emporda_v2.1#163,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Visa pour l’Image 연계 사진전,city-guide,9,0,0,a41c53d3d5416bb3
05_Girona_Collioure_Emporda_v2.1#164,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,9월 2일 행사,city-guide,14,0,0,6e9c1c969f9c4bf6
05_Girona_Collioure_Emporda_v2.1#165,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,체류기간 이후,city-guide,9,0,0,3d58a8194163810c
05_Girona_Collioure_Emporda_v2.1#166,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,1,15. 주차·운전·안전,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#167,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,이 구간이 가장 복잡한 이유,city-guide,15,0,0,c07ea64bb5783c2f
05_Girona_Collioure_Emporda_v2.1#168,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,국경 통과,city-guide,54,0,0,c247756a734a428f
05_Girona_Collioure_Emporda_v2.1#169,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,통행료 — 표기가 반대다,city-guide,83,0,0,2c188f84677a0886
05_Girona_Collioure_Emporda_v2.1#170,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,연료,city-guide,58,0,0,780378304d7d34c8
05_Girona_Collioure_Emporda_v2.1#171,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,운전 규칙,city-guide,32,0,0,4e89b0b5488bdca7
05_Girona_Collioure_Emporda_v2.1#172,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,주차 색 구분,city-guide,18,0,0,c6c9e91d781e3563
05_Girona_Collioure_Emporda_v2.1#173,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,거점·도시별,city-guide,51,0,0,74aa6430c3baf41b
05_Girona_Collioure_Emporda_v2.1#174,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,지로나,city-guide,22,0,0,ebb505511ca921aa
05_Girona_Collioure_Emporda_v2.1#175,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,콜리우르,city-guide,20,0,0,bc58b1059a69997e
05_Girona_Collioure_Emporda_v2.1#176,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,Peratallada·Pals,city-guide,11,0,0,d8f35a3c5ccbd0a6
05_Girona_Collioure_Emporda_v2.1#177,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,Calella de Palafrugell,city-guide,13,0,0,612c48759369f656
05_Girona_Collioure_Emporda_v2.1#178,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,1,경비,city-guide,8,0,0,a39373e574314e18
05_Girona_Collioure_Emporda_v2.1#179,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,3박 4일 구조 (2인),city-guide,38,0,0,16084cfd5835ad36
05_Girona_Collioure_Emporda_v2.1#180,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,입장료,city-guide,61,0,0,acd4e593283e00eb
05_Girona_Collioure_Emporda_v2.1#181,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,절감 여지,city-guide,38,0,0,4687b2e05672c270
05_Girona_Collioure_Emporda_v2.1#182,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,결제,city-guide,30,0,0,4e26a2026d1953ab
05_Girona_Collioure_Emporda_v2.1#183,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,1,대안 루트 — 이번 일정에서 배제한 경로,city-guide,24,0,0,818e2d3bba814e8d
05_Girona_Collioure_Emporda_v2.1#184,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,우선순위 요약,city-guide,51,0,0,b3b220a8fe2b1a4c
05_Girona_Collioure_Emporda_v2.1#185,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,A. 푸볼 — 갈라 달리 성 **(1순위)**,city-guide,61,0,0,83868700f077e632
05_Girona_Collioure_Emporda_v2.1#186,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,B. 엠푸리에스 — 그리스·로마 유적 **(2순위)**,city-guide,88,0,0,54c20b9abe8d0ddb
05_Girona_Collioure_Emporda_v2.1#187,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,C. 피게레스 — 달리 극장미술관 **(3순위)**,city-guide,84,0,0,01f492ea8e4ddb4a
05_Girona_Collioure_Emporda_v2.1#188,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,D. 우야스트레트 — 이베리아 유적,city-guide,46,0,0,0e90dee23d887599
05_Girona_Collioure_Emporda_v2.1#189,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,E. 카다케스 · 포르트리가트 · 캅 데 크레우스,city-guide,69,0,0,c047661c8180ae65
05_Girona_Collioure_Emporda_v2.1#190,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,F. 베살루 · 바뇰레스 · 가로차 화산지대,city-guide,48,0,0,ab50650e9306db84
05_Girona_Collioure_Emporda_v2.1#191,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,1,16. 우천·교통지연 대체안,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#192,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,Day 1 비,city-guide,12,0,0,f757597d044c9cf4
05_Girona_Collioure_Emporda_v2.1#193,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,Day 2 비,city-guide,16,0,0,6ed5303cfb838138
05_Girona_Collioure_Emporda_v2.1#194,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,Day 3 비,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#195,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,기본 대체,city-guide,15,0,0,4fcd5f6589cfac6e
05_Girona_Collioure_Emporda_v2.1#196,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,마을 방문 유지,city-guide,13,0,0,62a6703ff38360f4
05_Girona_Collioure_Emporda_v2.1#197,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,교통지연 기준,city-guide,38,0,0,ae51a4e32f6545c5
05_Girona_Collioure_Emporda_v2.1#198,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,1,17. 예약 카드,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#199,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,Bàscara 확정 숙소,city-guide,36,1,0,fd3316474a9a6524
05_Girona_Collioure_Emporda_v2.1#200,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,Girona Cathedral,city-guide,25,0,0,32600de4e16304ac
05_Girona_Collioure_Emporda_v2.1#201,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,Château Royal de Collioure,city-guide,17,0,0,c6e6250c85543e29
05_Girona_Collioure_Emporda_v2.1#202,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,Museu de Peralada,city-guide,20,0,0,076c2e979b77c787
05_Girona_Collioure_Emporda_v2.1#203,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,Day 3 점심,city-guide,17,0,0,6864c18d21375fff
05_Girona_Collioure_Emporda_v2.1#204,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,1,18. 출발 전 최종 확인,city-guide,95,0,0,e1488f5060063095
05_Girona_Collioure_Emporda_v2.1#205,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,1,Layer 3. 상용 가이드북형 장소·음식 큐레이션,city-guide,28,0,0,56f2748a7b2acbf2
05_Girona_Collioure_Emporda_v2.1#206,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,{{VISUAL:VIS-MAP-048|type=map|status=linked|strategy=execution-map}} Bàscara·Girona·Collioure·Baix Empordà 3박 권역 지도,city-guide,18,0,0,833685a80015dfa8
05_Girona_Collioure_Emporda_v2.1#207,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,{{VISUAL:VIS-PHOTO-089|type=photo|status=travel-capture|strategy=direct-shot}} Girona 성벽에서 본 대성당과 구시가지,city-guide,10,0,0,799515452cd2ab0c
05_Girona_Collioure_Emporda_v2.1#208,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,{{VISUAL:VIS-PHOTO-090|type=diagram|status=editorial-ready|strategy=generated-diagram}} Collioure 항구와 Notre-Dame-des-Anges,city-guide,13,0,0,b6dfe326301cce9d
05_Girona_Collioure_Emporda_v2.1#209,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,편집자가 고른 핵심 장소 7곳,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#210,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Girona Cathedral·성벽 — 도시를 위에서 읽고 아래로 내려오는 첫 코스,city-guide,65,0,0,90ca8358dba0df5f
05_Girona_Collioure_Emporda_v2.1#211,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Jewish Quarter — 관광골목이 아니라 중세 도시의 압축된 생활공간,city-guide,38,0,0,fac4f833ef7879fa
05_Girona_Collioure_Emporda_v2.1#212,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Onyar 강변 — Girona의 가장 쉬운 기억장치,city-guide,39,0,0,ea2518276bf5b674
05_Girona_Collioure_Emporda_v2.1#213,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Collioure — 국경의 항구이자 ‘그림 속 풍경을 걷는’ 도시,city-guide,57,0,0,7efe89447790dd86
05_Girona_Collioure_Emporda_v2.1#214,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Peralada — 화려한 성보다 조용한 귀족도시의 분위기,city-guide,41,0,0,01b63d83d910f63b
05_Girona_Collioure_Emporda_v2.1#215,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Pals·Peratallada — 비슷해 보이는 두 석조마을의 차이,city-guide,56,0,0,2e6de9fe13c62a88
05_Girona_Collioure_Emporda_v2.1#216,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Calella de Palafrugell — 해변보다 작은 만과 어촌의 비례를 보는 곳,city-guide,46,0,0,751f26afdadc789f
05_Girona_Collioure_Emporda_v2.1#217,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,꼭 체험할 것,city-guide,57,0,0,0831af2fee105bbc
05_Girona_Collioure_Emporda_v2.1#218,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,식당 큐레이션,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#219,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Casa Marieta — 도착일에 가장 안정적인 Girona 전통식,city-guide,23,0,0,d4f9d9951afac7df
05_Girona_Collioure_Emporda_v2.1#220,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Fonda Cal Ros — 카탈루냐 가정식에 가까운 선택,city-guide,21,0,0,9d9b31184218b6d2
05_Girona_Collioure_Emporda_v2.1#221,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Normal — 특별한 한 끼를 원할 때만 선택,city-guide,21,0,0,2c4f0235a8378a38
05_Girona_Collioure_Emporda_v2.1#222,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Le Jardin de Collioure — 항구의 관광식당보다 계획 가능한 점심,city-guide,25,0,0,1805e27f33c756e4
05_Girona_Collioure_Emporda_v2.1#223,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,3,Peratallada 점심 — 식당 이름보다 ‘시간 통제’가 핵심,city-guide,28,0,0,5a4510ad5f152917
05_Girona_Collioure_Emporda_v2.1#224,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,현장 선택 규칙,city-guide,45,0,0,1e8004bbbc1284d2
05_Girona_Collioure_Emporda_v2.1#225,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,1,19. 공식·주요 참고자료,city-guide,188,0,0,3d43173a6a4b5696
05_Girona_Collioure_Emporda_v2.1#226,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,1,20. 확정사항과 남은 미결정,city-guide,0,0,0,
05_Girona_Collioure_Emporda_v2.1#227,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,확정,city-guide,42,0,0,61b8ba7f8e3d11c3
05_Girona_Collioure_Emporda_v2.1#228,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,2,미결정,city-guide,21,0,0,c5bec830fbd79c35
05_Girona_Collioure_Emporda_v2.1#229,source/CURRENT/20_Regional_Chapters/05_Girona_Collioure_Emporda_v2.1.md,1,검증 상태,city-guide,312,0,0,d44843f401729ac8
06_Nice_Cote_d_Azur_v2.0#000,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,0,(preamble),city-guide,79,2,1,7f64757279269cad
06_Nice_Cote_d_Azur_v2.0#001,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,1,Commercial Guide Module,city-guide,17,0,0,28b09dded322d9ab
06_Nice_Cote_d_Azur_v2.0#002,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,2,Editor’s Verdict,city-guide,34,0,0,483308a36e5dba62
06_Nice_Cote_d_Azur_v2.0#003,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,2,놓치면 아쉬운 선택,city-guide,71,0,0,36cbb5647d3c267d
06_Nice_Cote_d_Azur_v2.0#004,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,2,하루를 완성하는 네 가지 선택,city-guide,47,0,0,773d6de6d63a30db
06_Nice_Cote_d_Azur_v2.0#005,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,2,이 지역의 Top 10,city-guide,28,0,0,c15962bcc4d937c9
06_Nice_Cote_d_Azur_v2.0#006,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,2,현장 메모,city-guide,42,0,0,0ad0b0346f939e75
06_Nice_Cote_d_Azur_v2.0#007,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,1,06. 니스와 코트다쥐르 5박 6일,city-guide,0,0,0,
06_Nice_Cote_d_Azur_v2.0#008,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,2,"지중해 생활도시, 칸과 모나코, 시장과 해안풍경",city-guide,110,0,0,fad4158697969e1a
06_Nice_Cote_d_Azur_v2.0#009,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,2,Phase 10 공식정보 원칙,city-guide,33,0,0,e19ff526e3089ed9
06_Nice_Cote_d_Azur_v2.0#010,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,1,Regional Context & Scheduled Place Dossiers,city-guide,0,0,0,
06_Nice_Cote_d_Azur_v2.0#011,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,2,이 5박이 여행 전체에서 하는 일,city-guide,69,0,0,8c36c7b77bd3c5f4
06_Nice_Cote_d_Azur_v2.0#012,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,2,이 도시를 이해하는 축,city-guide,0,0,0,
06_Nice_Cote_d_Azur_v2.0#013,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,3,니스는 프랑스에 늦게 합류했다,city-guide,86,0,0,e33815ba565550f2
06_Nice_Cote_d_Azur_v2.0#014,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,3,왜 병합에 찬성했는가 — 항구 문제,city-guide,47,0,0,5da650b1fa08d522
06_Nice_Cote_d_Azur_v2.0#015,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,3,성이 없어진 도시,city-guide,58,0,0,2296ced356a4c5d9
06_Nice_Cote_d_Azur_v2.0#016,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,3,경제 — 관광이 전부는 아니다,city-guide,20,0,0,c84213afdbf2f2fe
06_Nice_Cote_d_Azur_v2.0#017,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,2,일정에 포함된 장소별 상세 가이드,city-guide,24,0,0,2936242127167e2a
06_Nice_Cote_d_Azur_v2.0#018,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,3,Day 7–8 — 니스 도착과 핵심,city-guide,0,0,0,
06_Nice_Cote_d_Azur_v2.0#019,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,4,Promenade des Anglais {{grade:essential|필수}},city-guide,0,0,0,
06_Nice_Cote_d_Azur_v2.0#020,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,5,무엇인가,city-guide,101,0,0,d4867cccd5c27dc3
06_Nice_Cote_d_Azur_v2.0#021,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,4,Cours Saleya {{grade:essential|필수}},city-guide,0,0,0,
06_Nice_Cote_d_Azur_v2.0#022,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,5,무엇인가,city-guide,32,0,0,7d827f97cdce7567
06_Nice_Cote_d_Azur_v2.0#023,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,5,관광지인가 아닌가,city-guide,95,0,0,b94443dec69b7c82
06_Nice_Cote_d_Azur_v2.0#024,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,5,실용,city-guide,43,0,0,7109f436d1ad45e5
06_Nice_Cote_d_Azur_v2.0#025,source/CURRENT/20_Regional_Chapters/06_Nice_Cote_d_Azur_v2.0.md,4,Colline du Château (성채 언덕) {{grade:essential|필수}},city-guide,0,0,0,
