placeId,fact_key,status,priority,last_attempt,blocked_reason,phone,source_hint,region,grade,displayName,days
chateau-royal-de-collioure,booking,FRESH,P0,2026-08-17,,+33 4 68 82 06 43,https://www.ledepartement66.fr/dossier/le-chateau-royal-de-collioure/,girona,essential,Château Royal de Collioure,5
chateau-royal-de-collioure,price_adult,MISSING,P1,,,+33 4 68 82 06 43,,girona,essential,Château Royal de Collioure,5
chateau-royal-de-collioure,getting_there,MISSING,P1,,,+33 4 68 82 06 43,,girona,essential,Château Royal de Collioure,5
chateau-royal-de-collioure,duration,MISSING,P2,,,+33 4 68 82 06 43,,girona,essential,Château Royal de Collioure,5
chemin-du-fauvisme,closed,FRESH,P0,2026-08-17,,+33 4 68 82 15 47,https://www.tourisme-collioure.com/activites-collioure/immersion-culturelle-collioure/le-chemin-du-fauvisme-collioure/,girona,essential,Chemin du Fauvisme,5
chemin-du-fauvisme,hours,FRESH,P0,2026-08-17,,+33 4 68 82 15 47,https://www.tourisme-collioure.com/activites-collioure/immersion-culturelle-collioure/le-chemin-du-fauvisme-collioure/,girona,essential,Chemin du Fauvisme,5
chemin-du-fauvisme,booking,FRESH,P0,2026-08-17,,+33 4 68 82 15 47,https://www.tourisme-collioure.com/activites-collioure/immersion-culturelle-collioure/le-chemin-du-fauvisme-collioure/,girona,essential,Chemin du Fauvisme,5
chemin-du-fauvisme,price_adult,MISSING,P1,,,+33 4 68 82 15 47,,girona,essential,Chemin du Fauvisme,5
chemin-du-fauvisme,getting_there,MISSING,P1,,,+33 4 68 82 15 47,,girona,essential,Chemin du Fauvisme,5
chemin-du-fauvisme,duration,MISSING,P2,,,+33 4 68 82 15 47,,girona,essential,Chemin du Fauvisme,5
chez-gilbert-cassis,closed,FRESH,P0,2026-08-21,,,https://www.chezgilbert.net/,aix,essential,Chez Gilbert,16
chez-gilbert-cassis,hours,FRESH,P0,2026-08-21,,,https://www.chezgilbert.net/,aix,essential,Chez Gilbert,16
chez-gilbert-cassis,booking,FRESH,P0,2026-08-21,,,https://www.chezgilbert.net/,aix,essential,Chez Gilbert,16
chez-gilbert-cassis,price_adult,MISSING,P1,,,,,aix,essential,Chez Gilbert,16
chez-gilbert-cassis,getting_there,MISSING,P1,,,,,aix,essential,Chez Gilbert,16
chez-gilbert-cassis,duration,FRESH,P2,2026-08-21,,,FCR-03 Editorial,aix,essential,Chez Gilbert,16
chez-janou,closed,FRESH,P0,2026-08-25,,,https://www.chezjanou.com/,paris,priority,Chez Janou,39
chez-janou,hours,FRESH,P0,2026-08-25,,,https://www.chezjanou.com/,paris,priority,Chez Janou,39
chez-janou,booking,FRESH,P0,2026-08-25,,,https://www.chezjanou.com/,paris,priority,Chez Janou,39
chez-janou,price_adult,MISSING,P1,,,,,paris,priority,Chez Janou,39
chez-janou,getting_there,MISSING,P1,,,,,paris,priority,Chez Janou,39
chez-janou,duration,FRESH,P2,2026-08-25,,,MP-04 Editorial,paris,priority,Chez Janou,39
chez-mamie-lise,closed,FRESH,P0,2026-08-21,,,https://www.chez-mamie-lise.com/,lyon,essential,Chez Mamie Lise,26
chez-mamie-lise,hours,FRESH,P0,2026-08-21,,,https://www.chez-mamie-lise.com/,lyon,essential,Chez Mamie Lise,26
chez-mamie-lise,booking,FRESH,P0,2026-08-21,,,https://www.chez-mamie-lise.com/,lyon,essential,Chez Mamie Lise,26
chez-mamie-lise,price_adult,MISSING,P1,,,,,lyon,essential,Chez Mamie Lise,26
chez-mamie-lise,getting_there,MISSING,P1,,,,,lyon,essential,Chez Mamie Lise,26
chez-mamie-lise,duration,FRESH,P2,2026-08-21,,,FCR-04 Editorial,lyon,essential,Chez Mamie Lise,26
chez-pipo,closed,FRESH,P0,2026-08-17,,,2026-08-17 신규확정 v2.1 (복구본),nice,none,Chez Pipo,7
chez-pipo,hours,FRESH,P0,2026-08-17,,,2026-08-17 신규확정 v2.1 (복구본),nice,none,Chez Pipo,7
chez-pipo,booking,FRESH,P2,2026-08-17,,,2026-08-17 신규확정 v2.1 (복구본),nice,none,Chez Pipo,7
chez-pipo,price_adult,MISSING,P2,,,,,nice,none,Chez Pipo,7
chez-pipo,getting_there,FRESH,P2,2026-08-17,,,2026-08-17 신규확정 v2.1 (복구본),nice,none,Chez Pipo,7
chez-savy,closed,FRESH,P0,2026-08-25,,,MP-04 웹 조사 2026-08-25 (복수 출처 교차),paris,essential,Chez Savy,33
chez-savy,hours,FRESH,P0,2026-08-25,,,MP-04 웹 조사 2026-08-25 (복수 출처 교차),paris,essential,Chez Savy,33
chez-savy,booking,FRESH,P0,2026-08-25,,,MP-04 웹 조사 2026-08-25 (복수 출처 교차),paris,essential,Chez Savy,33
chez-savy,price_adult,MISSING,P1,,,,,paris,essential,Chez Savy,33
chez-savy,getting_there,MISSING,P1,,,,,paris,essential,Chez Savy,33
chez-savy,duration,FRESH,P2,2026-08-25,,,MP-04 Editorial,paris,essential,Chez Savy,33
cloitre-saint-trophime,closed,BLOCKED,P0,2026-08-17,공식 소스 접근 실패,,https://www.arlestourisme.com/en/practical-information-monuments.html,avignon,priority,Cloître Saint-Trophime,21
cloitre-saint-trophime,hours,BLOCKED,P0,2026-08-17,공식 소스 접근 실패,,https://www.arlestourisme.com/en/practical-information-monuments.html,avignon,priority,Cloître Saint-Trophime,21
cloitre-saint-trophime,booking,BLOCKED,P0,2026-08-17,공식 소스 접근 실패,,https://www.arlestourisme.com/en/practical-information-monuments.html,avignon,priority,Cloître Saint-Trophime,21
cloitre-saint-trophime,price_adult,FRESH,P1,2026-08-16,,,2026-08-16 확정 원장 (공식 소스 검증 완료),avignon,priority,Cloître Saint-Trophime,21
cloitre-saint-trophime,getting_there,MISSING,P1,,,,,avignon,priority,Cloître Saint-Trophime,21
cloitre-saint-trophime,duration,STALE,P2,,,,원고 09_Avignon_Alpilles_Pont_du_Gard_v2.0.md L1586,avignon,priority,Cloître Saint-Trophime,21
cn-atletic-barceloneta,closed,FRESH,P0,2026-08-17,,+34 93 221 00 10,https://www.cnab.cat/el-club/tarifas/horarios-generales/,barcelona,priority,CN Atlètic-Barceloneta,
cn-atletic-barceloneta,hours,FRESH,P0,2026-08-17,,+34 93 221 00 10,https://www.cnab.cat/el-club/tarifas/horarios-generales/,barcelona,priority,CN Atlètic-Barceloneta,
cn-atletic-barceloneta,booking,BLOCKED,P0,2026-08-17,공식 페이지에 비회원 입장·예약 가능 여부 미게재,+34 93 221 00 10,https://www.cnab.cat/el-club/tarifas/horarios-generales/,barcelona,priority,CN Atlètic-Barceloneta,
cn-atletic-barceloneta,price_adult,MISSING,P1,,,+34 93 221 00 10,,barcelona,priority,CN Atlètic-Barceloneta,
cn-atletic-barceloneta,getting_there,MISSING,P1,,,+34 93 221 00 10,,barcelona,priority,CN Atlètic-Barceloneta,
cn-atletic-barceloneta,duration,MISSING,P2,,,+34 93 221 00 10,,barcelona,priority,CN Atlètic-Barceloneta,
colline-du-chateau,closed,FRESH,P0,2026-08-17,,3906,https://www.nice.fr/lieux/parc-de-la-colline-du-chateau/,nice,essential,Colline du Château (성채 언덕),8
colline-du-chateau,hours,FRESH,P0,2026-08-25,,3906,https://www.explorenicecotedazur.com/en/culture/parc-de-la-colline-du-chateau/,nice,essential,Colline du Château (성채 언덕),8
colline-du-chateau,booking,FRESH,P0,2026-08-17,,3906,https://www.nice.fr/lieux/parc-de-la-colline-du-chateau/,nice,essential,Colline du Château (성채 언덕),8
colline-du-chateau,price_adult,FRESH,P1,2026-08-17,,3906,2026-08-17 신규 검증,nice,essential,Colline du Château (성채 언덕),8
colline-du-chateau,getting_there,MISSING,P1,,,3906,,nice,essential,Colline du Château (성채 언덕),8
colline-du-chateau,duration,STALE,P2,,,3906,원고 06_Nice_Cote_d_Azur_v2.0.md L114,nice,essential,Colline du Château (성채 언덕),8
collioure,closed,FRESH,P0,2026-08-17,,+33 4 68 82 15 47,https://www.ledepartement66.fr/dossier/le-chateau-royal-de-collioure/,girona,essential,Collioure,5
collioure,hours,FRESH,P0,2026-08-17,,+33 4 68 82 15 47,2026-08-17 신규 검증,girona,essential,Collioure,5
collioure,booking,FRESH,P0,2026-08-17,,+33 4 68 82 15 47,https://www.tourisme-collioure.com/agenda-collioure/les-marches-collioure/,girona,essential,Collioure,5
collioure,price_adult,FRESH,P1,2026-08-17,,+33 4 68 82 15 47,2026-08-17 신규 검증,girona,essential,Collioure,5
collioure,getting_there,MISSING,P1,,,+33 4 68 82 15 47,,girona,essential,Collioure,5
collioure,duration,MISSING,P2,,,+33 4 68 82 15 47,,girona,essential,Collioure,5
cours-mirabeau,closed,FRESH,P0,2026-08-17,,,https://www.aixenprovencetourism.com/fr/fiche/le-cours-mirabeau-5538184/,aix,essential,Cours Mirabeau,15
cours-mirabeau,hours,FRESH,P0,2026-08-17,,,https://www.aixenprovencetourism.com/fr/fiche/le-cours-mirabeau-5538184/,aix,essential,Cours Mirabeau,15
cours-mirabeau,booking,FRESH,P0,2026-08-17,,,https://www.aixenprovencetourism.com/fr/fiche/le-cours-mirabeau-5538184/,aix,essential,Cours Mirabeau,15
cours-mirabeau,price_adult,MISSING,P1,,,,,aix,essential,Cours Mirabeau,15
cours-mirabeau,getting_there,MISSING,P1,,,,,aix,essential,Cours Mirabeau,15
cours-mirabeau,duration,MISSING,P2,,,,,aix,essential,Cours Mirabeau,15
cours-saleya,closed,FRESH,P0,2026-08-17,,,https://www.explorenicecotedazur.com/en/event/marche-a-la-brocante-saleya/,nice,essential,Cours Saleya,8
cours-saleya,hours,FRESH,P0,2026-08-25,,,https://www.nice.fr/ressources/reglement-general-des-marches-traditionnels-de-la-ville-de-nice/,nice,essential,Cours Saleya,8
cours-saleya,booking,FRESH,P0,2026-08-17,,,https://www.explorenicecotedazur.com/en/culture/cours-saleya/,nice,essential,Cours Saleya,8
cours-saleya,price_adult,MISSING,P1,,,,,nice,essential,Cours Saleya,8
cours-saleya,getting_there,MISSING,P1,,,,,nice,essential,Cours Saleya,8
cours-saleya,duration,STALE,P2,,,,원고 06_Nice_Cote_d_Azur_v2.0.md L105,nice,essential,Cours Saleya,8
coustellet,closed,FRESH,P0,2026-08-17,,,https://www.destinationluberon.com/savourer/marches/marche-paysan-de-coustellet,luberon,optional,Coustellet 생산자 시장,
coustellet,hours,FRESH,P2,2026-08-17,,,2026-08-17 신규 검증,luberon,optional,Coustellet 생산자 시장,
coustellet,booking,FRESH,P2,2026-08-17,,,https://www.destinationluberon.com/savourer/marches/marche-paysan-de-coustellet,luberon,optional,Coustellet 생산자 시장,
coustellet,price_adult,STALE,P2,,,,,luberon,optional,Coustellet 생산자 시장,
croix-rousse,closed,FRESH,P0,2026-08-17,,04 78 28 62 04,https://maisondescanuts.fr/,lyon,essential,Croix-Rousse (동네·Cour des Voraces·Maison des Canuts),25
croix-rousse,hours,FRESH,P0,2026-08-17,,04 78 28 62 04,https://maisondescanuts.fr/,lyon,essential,Croix-Rousse (동네·Cour des Voraces·Maison des Canuts),25
croix-rousse,booking,FRESH,P0,2026-08-17,,04 78 28 62 04,https://maisondescanuts.fr/,lyon,essential,Croix-Rousse (동네·Cour des Voraces·Maison des Canuts),25
croix-rousse,price_adult,MISSING,P1,,,04 78 28 62 04,,lyon,essential,Croix-Rousse (동네·Cour des Voraces·Maison des Canuts),25
croix-rousse,getting_there,MISSING,P1,,,04 78 28 62 04,,lyon,essential,Croix-Rousse (동네·Cour des Voraces·Maison des Canuts),25
croix-rousse,duration,MISSING,P2,,,04 78 28 62 04,,lyon,essential,Croix-Rousse (동네·Cour des Voraces·Maison des Canuts),25
daniel-et-denise,closed,FRESH,P0,2026-08-21,,,https://danieletdenise.fr/,lyon,essential,Daniel et Denise,24
daniel-et-denise,hours,FRESH,P0,2026-08-21,,,https://danieletdenise.fr/,lyon,essential,Daniel et Denise,24
daniel-et-denise,booking,FRESH,P0,2026-08-21,,,https://danieletdenise.fr/,lyon,essential,Daniel et Denise,24
daniel-et-denise,price_adult,MISSING,P1,,,,,lyon,essential,Daniel et Denise,24
daniel-et-denise,getting_there,MISSING,P1,,,,,lyon,essential,Daniel et Denise,24
daniel-et-denise,duration,FRESH,P2,2026-08-21,,,FCR-04 Editorial,lyon,essential,Daniel et Denise,24
eze,closed,FRESH,P0,2026-08-25,,+33 4 93 41 10 30,https://jardinexotique-eze.fr/en/informations/,nice,none,Èze,
eze,hours,FRESH,P2,2026-08-16,,+33 4 93 41 10 30,2026-08-16 확정 원장 (공식 소스 검증 완료),nice,none,Èze,
eze,booking,MISSING,P2,,,+33 4 93 41 10 30,,nice,none,Èze,
eze,price_adult,FRESH,P2,2026-08-16,,+33 4 93 41 10 30,2026-08-16 확정 원장 (공식 소스 검증 완료),nice,none,Èze,
eze,getting_there,FRESH,P2,2026-08-16,,+33 4 93 41 10 30,2026-08-16 확정 원장 (공식 소스 검증 완료),nice,none,Èze,
far-de-tossa,closed,FRESH,P0,2026-08-17,,+34 972 343 359,https://visittossa.com/en/cultural-heritage/art-and-culture/tossas-lighthouse/,girona,none,Far de Tossa (Tossa de Mar),
far-de-tossa,hours,MISSING,P2,,,+34 972 343 359,,girona,none,Far de Tossa (Tossa de Mar),
far-de-tossa,booking,MISSING,P2,,,+34 972 343 359,,girona,none,Far de Tossa (Tossa de Mar),
far-de-tossa,price_adult,FRESH,P2,2026-08-16,,+34 972 343 359,2026-08-16 확정 원장 (공식 소스 검증 완료),girona,none,Far de Tossa (Tossa de Mar),
fonda-cal-ros,closed,FRESH,P0,2026-08-17,,+34 972 621 017,https://fondacalros.com/en/,girona,priority,Fonda Cal Ros,4
fonda-cal-ros,hours,FRESH,P0,2026-08-17,,+34 972 621 017,https://fondacalros.com/en/,girona,priority,Fonda Cal Ros,4
fonda-cal-ros,booking,FRESH,P0,2026-08-17,,+34 972 621 017,https://fondacalros.com/en/,girona,priority,Fonda Cal Ros,4
fonda-cal-ros,price_adult,MISSING,P1,,,+34 972 621 017,,girona,priority,Fonda Cal Ros,4
fonda-cal-ros,getting_there,MISSING,P1,,,+34 972 621 017,,girona,priority,Fonda Cal Ros,4
fonda-cal-ros,duration,MISSING,P2,,,+34 972 621 017,,girona,priority,Fonda Cal Ros,4
fondation-maeght,closed,FRESH,P0,2026-08-17,,+33 4 93 32 81 63,https://www.fondation-maeght.com/infos-pratiques/?lang=fr,nice,priority,Fondation Maeght (Saint-Paul-de-Vence),12
fondation-maeght,hours,FRESH,P0,2026-08-17,,+33 4 93 32 81 63,https://www.fondation-maeght.com/infos-pratiques/?lang=fr,nice,priority,Fondation Maeght (Saint-Paul-de-Vence),12
fondation-maeght,booking,FRESH,P0,2026-08-17,,+33 4 93 32 81 63,https://www.fondation-maeght.com/infos-pratiques/?lang=fr,nice,priority,Fondation Maeght (Saint-Paul-de-Vence),12
fondation-maeght,price_adult,FRESH,P1,2026-08-16,,+33 4 93 32 81 63,2026-08-16 확정 원장 (공식 소스 검증 완료),nice,priority,Fondation Maeght (Saint-Paul-de-Vence),12
fondation-maeght,getting_there,FRESH,P1,2026-08-16,,+33 4 93 32 81 63,2026-08-16 확정 원장 (공식 소스 검증 완료),nice,priority,Fondation Maeght (Saint-Paul-de-Vence),12
fondation-maeght,duration,MISSING,P2,,,+33 4 93 32 81 63,,nice,priority,Fondation Maeght (Saint-Paul-de-Vence),12
fontaine-de-vaucluse,closed,MISSING,P0,,,,,luberon,optional,Fontaine-de-Vaucluse,
fontaine-de-vaucluse,hours,MISSING,P2,,,,,luberon,optional,Fontaine-de-Vaucluse,
fontaine-de-vaucluse,booking,MISSING,P2,,,,,luberon,optional,Fontaine-de-Vaucluse,
fontaine-de-vaucluse,price_adult,MISSING,P2,,,,,luberon,optional,Fontaine-de-Vaucluse,
fontaine-de-vaucluse,getting_there,STALE,P2,,,,Provence Day 18 execution plan,luberon,optional,Fontaine-de-Vaucluse,
fontaine-de-vaucluse,duration,STALE,P2,,,,Provence Day 18 execution plan,luberon,optional,Fontaine-de-Vaucluse,
fort-saint-jean,closed,FRESH,P0,2026-08-17,,+33 4 84 35 13 13,https://www.mucem.org/infos-pratiques,aix,essential,Fort Saint-Jean,
fort-saint-jean,hours,FRESH,P0,2026-08-25,,+33 4 84 35 13 13,https://mucem.org/questions-frequentes/,aix,essential,Fort Saint-Jean,
fort-saint-jean,booking,FRESH,P0,2026-08-17,,+33 4 84 35 13 13,https://www.mucem.org/infos-pratiques,aix,essential,Fort Saint-Jean,
fort-saint-jean,price_adult,STALE,P1,,,+33 4 84 35 13 13,,aix,essential,Fort Saint-Jean,
fort-saint-jean,getting_there,MISSING,P1,,,+33 4 84 35 13 13,,aix,essential,Fort Saint-Jean,
fort-saint-jean,duration,STALE,P2,,,+33 4 84 35 13 13,원고 07_Aix_en_Provence_v2.0.md L1502,aix,essential,Fort Saint-Jean,
fou-de-fafa-avignon,closed,FRESH,P0,2026-08-21,,,https://www.foudefafaavignon.com/,avignon,essential,Fou de Fafa,
fou-de-fafa-avignon,hours,FRESH,P0,2026-08-21,,,https://www.foudefafaavignon.com/,avignon,essential,Fou de Fafa,
fou-de-fafa-avignon,booking,FRESH,P0,2026-08-21,,,https://www.foudefafaavignon.com/,avignon,essential,Fou de Fafa,
fou-de-fafa-avignon,price_adult,MISSING,P1,,,,,avignon,essential,Fou de Fafa,
fou-de-fafa-avignon,getting_there,FRESH,P1,2026-08-17,,,2026-08-17 신규확정 v2.1 (복구본),avignon,essential,Fou de Fafa,
fou-de-fafa-avignon,duration,FRESH,P2,2026-08-21,,,FCR-03 Editorial,avignon,essential,Fou de Fafa,
fourviere,closed,FRESH,P0,2026-08-17,,,http://lugdunum.grandlyon.com/fr/,lyon,essential,Fourvière,24
fourviere,hours,FRESH,P0,2026-08-17,,,https://www.fourviere.org/fr/horaires/,lyon,essential,Fourvière,24
fourviere,booking,FRESH,P0,2026-08-17,,,https://www.fourviere.org/,lyon,essential,Fourvière,24
fourviere,price_adult,STALE,P1,,,,,lyon,essential,Fourvière,24
fourviere,getting_there,MISSING,P1,,,,,lyon,essential,Fourvière,24
fourviere,duration,MISSING,P2,,,,,lyon,essential,Fourvière,24
girona-call,closed,MISSING,P0,2026-08-17,,+34 972 216 761,https://www.girona.cat/turisme/cat/museus_call.php,girona,priority,Call (유대인 지구),4
girona-call,hours,MISSING,P0,2026-08-17,,+34 972 216 761,https://www.girona.cat/turisme/cat/museus_call.php,girona,priority,Call (유대인 지구),4
girona-call,booking,MISSING,P0,2026-08-17,,+34 972 216 761,https://www.girona.cat/turisme/cat/museus_call.php,girona,priority,Call (유대인 지구),4
girona-call,price_adult,MISSING,P1,,,+34 972 216 761,,girona,priority,Call (유대인 지구),4
girona-call,getting_there,MISSING,P1,,,+34 972 216 761,,girona,priority,Call (유대인 지구),4
girona-call,duration,MISSING,P2,,,+34 972 216 761,,girona,priority,Call (유대인 지구),4
girona-cathedral,closed,FRESH,P0,2026-08-17,,+34 972 427 189,https://catedraldegirona.cat/en/girona-cathedral-cultural-visit/,girona,essential,Girona Cathedral,
girona-cathedral,hours,FRESH,P0,2026-08-17,,+34 972 427 189,2026-08-17 신규 검증,girona,essential,Girona Cathedral,
girona-cathedral,booking,FRESH,P0,2026-08-17,,+34 972 427 189,https://www.girona.cat/turisme/cat/monuments_catedral.php,girona,essential,Girona Cathedral,
girona-cathedral,price_adult,FRESH,P1,2026-08-17,,+34 972 427 189,2026-08-17 신규 검증,girona,essential,Girona Cathedral,
girona-cathedral,getting_there,MISSING,P1,,,+34 972 427 189,,girona,essential,Girona Cathedral,
girona-cathedral,duration,MISSING,P2,,,+34 972 427 189,,girona,essential,Girona Cathedral,
giverny,closed,BLOCKED,P0,,"fondation-monet.com 접속 실패 (ECONNRESET / ECONNREFUSED, 2회 시도)",,,paris,priority,Giverny,
giverny,hours,BLOCKED,P0,,fondation-monet.com 접속 실패 (2회 시도),,,paris,priority,Giverny,
giverny,booking,BLOCKED,P0,,fondation-monet.com 접속 실패 (2회 시도),,,paris,priority,Giverny,
giverny,price_adult,MISSING,P1,,,,,paris,priority,Giverny,
giverny,getting_there,MISSING,P1,,,,,paris,priority,Giverny,
giverny,duration,MISSING,P2,,,,,paris,priority,Giverny,
gordes,closed,FRESH,P0,2026-08-17,,04 90 72 02 08,"https://www.gordes-village.com/patrimoine,musee,le-chateau,102.html",luberon,essential,Gordes (마을·성),17;18
gordes,hours,FRESH,P0,2026-08-17,,04 90 72 02 08,"https://www.gordes-village.com/patrimoine,musee,le-chateau,102.html",luberon,essential,Gordes (마을·성),17;18
gordes,booking,FRESH,P0,2026-08-17,,04 90 72 02 08,"https://www.gordes-village.com/patrimoine,musee,le-chateau,102.html",luberon,essential,Gordes (마을·성),17;18
gordes,price_adult,MISSING,P1,,,04 90 72 02 08,,luberon,essential,Gordes (마을·성),17;18
gordes,getting_there,MISSING,P1,,,04 90 72 02 08,,luberon,essential,Gordes (마을·성),17;18
gordes,duration,MISSING,P2,,,04 90 72 02 08,,luberon,essential,Gordes (마을·성),17;18
goult,closed,FRESH,P0,2026-08-17,,,https://www.goult.fr/commerces/,luberon,optional,Goult,
goult,hours,MISSING,P2,2026-08-17,,,https://www.goult.fr/commerces/,luberon,optional,Goult,
goult,booking,FRESH,P2,2026-08-17,,,https://www.goult.fr/commerces/,luberon,optional,Goult,
goult,price_adult,MISSING,P2,,,,,luberon,optional,Goult,
goult,duration,STALE,P2,,,,원고 08_Luberon_Farmhouse_v2.0.md L1372,luberon,optional,Goult,
gout-bistrot,closed,FRESH,P0,2026-08-17,,04 90 04 73 52,2026-08-17 신규 검증,luberon,priority,Goût Bistrot,17
gout-bistrot,hours,FRESH,P0,2026-08-17,,04 90 04 73 52,2026-08-17 신규 검증,luberon,priority,Goût Bistrot,17
gout-bistrot,booking,FRESH,P0,2026-08-17,,04 90 04 73 52,https://www.goutbistrot.com/contact/,luberon,priority,Goût Bistrot,17
gout-bistrot,price_adult,MISSING,P1,,,04 90 04 73 52,,luberon,priority,Goût Bistrot,17
gout-bistrot,getting_there,MISSING,P1,,,04 90 04 73 52,,luberon,priority,Goût Bistrot,17
gout-bistrot,duration,MISSING,P2,,,04 90 04 73 52,,luberon,priority,Goût Bistrot,17
grand-palais,closed,FRESH,P0,2026-08-17,,,https://www.grandpalais.fr/en/plan-your-visit,paris,essential,Grand Palais,28;33
grand-palais,hours,FRESH,P0,2026-08-17,,,https://www.grandpalais.fr/en/plan-your-visit,paris,essential,Grand Palais,28;33
grand-palais,booking,FRESH,P0,2026-08-17,,,https://www.grandpalais.fr/en/plan-your-visit,paris,essential,Grand Palais,28;33
grand-palais,price_adult,MISSING,P1,,,,,paris,essential,Grand Palais,28;33
grand-palais,getting_there,MISSING,P1,,,,,paris,essential,Grand Palais,28;33
grand-palais,duration,STALE,P2,,,,원고 11_Paris_Long_Stay_v2.0.md L2176,paris,essential,Grand Palais,28;33
grand-palais-cezanne-et-nous,closed,MISSING,P0,,,,,paris,essential,Grand Palais — 'Cezanne et nous',34;36
grand-palais-cezanne-et-nous,hours,MISSING,P0,,,,,paris,essential,Grand Palais — 'Cezanne et nous',34;36
grand-palais-cezanne-et-nous,booking,FRESH,P0,2026-08-17,,,https://www.grandpalais.fr/en/program/cezanne-et-nous,paris,essential,Grand Palais — 'Cezanne et nous',34;36
grand-palais-cezanne-et-nous,price_adult,MISSING,P1,,,,,paris,essential,Grand Palais — 'Cezanne et nous',34;36
grand-palais-cezanne-et-nous,getting_there,MISSING,P1,,,,,paris,essential,Grand Palais — 'Cezanne et nous',34;36
grand-palais-cezanne-et-nous,duration,MISSING,P2,,,,,paris,essential,Grand Palais — 'Cezanne et nous',34;36
grasse,closed,MISSING,P0,,,,,aix,alternative,Grasse · Usine Historique Fragonard,12
grasse,hours,FRESH,P2,2026-08-25,,,https://usines-parfum.fragonard.com/usines/usine-historique/,aix,alternative,Grasse · Usine Historique Fragonard,12
grasse,booking,FRESH,P2,2026-08-25,,,https://www.fragonard.com/en-us/exhibition-fragonard-100ans-2026,aix,alternative,Grasse · Usine Historique Fragonard,12
grasse,price_adult,MISSING,P2,,,,,aix,alternative,Grasse · Usine Historique Fragonard,12
grasse,getting_there,FRESH,P2,2026-08-25,,,https://usines-parfum.fragonard.com/usines/usine-historique/,aix,alternative,Grasse · Usine Historique Fragonard,12
guylas,closed,FRESH,P0,2026-08-25,,,https://guylasparis.fr/,paris,priority,Guylas,31
guylas,hours,FRESH,P0,2026-08-25,,,https://guylasparis.fr/,paris,priority,Guylas,31
guylas,booking,FRESH,P0,2026-08-25,,,https://guylasparis.fr/,paris,priority,Guylas,31
guylas,price_adult,MISSING,P1,,,,,paris,priority,Guylas,31
guylas,getting_there,MISSING,P1,,,,,paris,priority,Guylas,31
guylas,duration,FRESH,P2,2026-08-25,,,MP-04 Editorial,paris,priority,Guylas,31
halles-de-lyon-paul-bocuse,closed,FRESH,P0,2026-08-17,,,2026-08-17 신규 검증,lyon,essential,Halles de Lyon Paul Bocuse,25
halles-de-lyon-paul-bocuse,hours,FRESH,P0,2026-08-17,,,2026-08-17 신규 검증,lyon,essential,Halles de Lyon Paul Bocuse,25
halles-de-lyon-paul-bocuse,booking,FRESH,P0,2026-08-17,,,https://www.halles-de-lyon-paulbocuse.com/informations-utiles/,lyon,essential,Halles de Lyon Paul Bocuse,25
halles-de-lyon-paul-bocuse,price_adult,MISSING,P1,,,,,lyon,essential,Halles de Lyon Paul Bocuse,25
halles-de-lyon-paul-bocuse,getting_there,MISSING,P1,,,,,lyon,essential,Halles de Lyon Paul Bocuse,25
halles-de-lyon-paul-bocuse,duration,STALE,P2,,,,원고 10_Lyon_v2.0.md L1080,lyon,essential,Halles de Lyon Paul Bocuse,25
hertz-avignon-tgv,closed,MISSING,P0,2026-08-17,,,https://www.hertz.com/us/en/location/france/avignon/avnx92,avignon,none,Hertz Avignon TGV (AVNX92),
hertz-avignon-tgv,hours,FRESH,P2,2026-08-16,,,2026-08-16 확정 원장 (공식 소스 검증 완료),avignon,none,Hertz Avignon TGV (AVNX92),
hertz-avignon-tgv,booking,MISSING,P2,,,,,avignon,none,Hertz Avignon TGV (AVNX92),
hertz-avignon-tgv,price_adult,MISSING,P2,,,,,avignon,none,Hertz Avignon TGV (AVNX92),
hertz-avignon-tgv,getting_there,FRESH,P2,2026-08-16,,,2026-08-16 확정 원장 (공식 소스 검증 완료),avignon,none,Hertz Avignon TGV (AVNX92),
hertz-nice-ville,closed,FRESH,P0,2026-08-17,,+33 4 97 03 01 20,https://www.hertz.fr/p/location-de-voiture/france/nice/gare-de-nice,nice,none,Hertz Nice-Ville (Avenue Thiers),
hertz-nice-ville,hours,BLOCKED,P2,2026-08-17,hertz.com/hertz.fr 위치 페이지 404 — 공식 소스 접근 실패,+33 4 97 03 01 20,2026-08-17 신규확정 v2.1 (복구본),nice,none,Hertz Nice-Ville (Avenue Thiers),
hertz-nice-ville,booking,MISSING,P2,,,+33 4 97 03 01 20,,nice,none,Hertz Nice-Ville (Avenue Thiers),
hertz-nice-ville,price_adult,MISSING,P2,,,+33 4 97 03 01 20,,nice,none,Hertz Nice-Ville (Avenue Thiers),
ju-maison-de-cuisine,closed,FRESH,P0,2026-08-17,,04 90 75 88 62,https://en.luberon-apt.fr/prepare-your-stay/restaurants/ju-maison-de-cuisine-1181855,luberon,priority,JU – Maison de Cuisine,17
ju-maison-de-cuisine,hours,FRESH,P0,2026-08-17,,04 90 75 88 62,https://en.luberon-apt.fr/prepare-your-stay/restaurants/ju-maison-de-cuisine-1181855,luberon,priority,JU – Maison de Cuisine,17
ju-maison-de-cuisine,booking,FRESH,P0,2026-08-17,,04 90 75 88 62,https://ju-maisondecuisine.com/EN/,luberon,priority,JU – Maison de Cuisine,17
ju-maison-de-cuisine,price_adult,MISSING,P1,,,04 90 75 88 62,,luberon,priority,JU – Maison de Cuisine,17
