region,name,type,grade,grade_raw,days,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,X,X_high,unverified,weekday_conflict
luberon,Bistrot des Bories,restaurant,candidate,candidate,,,,,,,,,,,,Y,P,N,N,N,Y,Y,P,N,0,0,0,
luberon,Maison de la Truffe et du Vin,restaurant,candidate,candidate,9/16(배치→충돌),,,,,,,,,,,Y,P,N,N,N,P,Y,P,N,1,0,0,9/16 저녁 배치는 아비뇽 이동일과 충돌
luberon,Le p'tit coin des gourmands,restaurant,candidate,candidate,,,,,,,,,,,,Y,P,N,N,N,P,Y,Y,N,0,0,0,
luberon,Le Mas – Alexis Osmont,restaurant,candidate,candidate,,,,,,,,,,,,Y,P,N,N,N,P,P,Y,N,0,0,0,
luberon,La Trinquette,restaurant,candidate,candidate,,,,,,,,,,,,Y,P,N,N,N,P,N,Y,N,0,0,0,
luberon,Restaurant Omma,restaurant,candidate,candidate,,,,,,,,,,,,P,P,N,N,N,P,N,Y,N,0,0,0,
luberon,La Grappe de Raisin,restaurant,candidate,candidate,,,,,,,,,,,,Y,P,N,N,N,P,N,Y,N,0,0,0,
luberon,Bouchon (Lourmarin),restaurant,candidate,candidate,9/13(점심 후보),,,,,,,,,,,Y,P,N,N,N,P,N,Y,N,0,0,1,
luberon,Café de l'Ormeau (Lourmarin),cafe,none,mention,9/13,,,,,,,,,,,Y,P,N,N,N,-,N,N,N,0,0,0,
luberon,"레스토랑 올리에 (L'Ollier, Lourmarin)",restaurant,none,mention,9/13,,,,,,,,,,,Y,P,N,N,N,N,N,N,N,0,0,0,
avignon,Palais des Papes,sight,essential,essential,9/17,Y,Y,P,P,Y,Y,Y,P,Y,Y,,,,,,,,,,2,2,0,
avignon,Les Halles d'Avignon,market,essential,essential,9/17,,,,,,,,,,,Y,Y,P,Y,Y,Y,Y,Y,Y,1,0,0,큐레이션 L1255 '금요일 오전에 아침재료…' — 실제 방문일은 9/17(목). 구 날짜체계(핵심일=금) 잔재
avignon,Rocher des Doms,sight,essential,essential,9/17,Y,Y,Y,P,N,-,Y,-,P,Y,,,,,,,,,,0,0,1,
avignon,Pont Saint-Bénézet,sight,essential,essential,9/17,Y,Y,P,P,N,Y,P,P,P,Y,,,,,,,,,,1,1,1,
avignon,Rue des Teinturiers,walk,priority,priority,9/16,N,Y,Y,P,-,-,-,-,P,P,,,,,,,,,,0,0,0,
avignon,Uzès Place aux Herbes·구시가지,sight,essential,essential,9/18,Y,Y,Y,Y,P,-,Y,-,P,Y,,,,,,,,,,0,0,1,Day3 시간표 L1499 '토요일 혼잡 때문에 09:00 이전 도착' — 9/18은 금요일. L1516 '카페 테이블에서 시장 전체를 먼저 관찰'·L916 '피할 것: 토요일 2시간 코스요리'도 토요장 전제 잔재
avignon,Pont du Gard,sight,essential,essential,9/18,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,,,,,,,,,,1,1,1,
avignon,Arles (도시),sight,essential,essential,9/19,Y,Y,Y,Y,-,-,P,P,Y,Y,,,,,,,,,,1,0,1,
avignon,Arènes d'Arles,sight,essential,essential,9/19,Y,Y,Y,Y,Y,P,P,P,Y,Y,,,,,,,,,,0,0,2,
avignon,Théâtre antique,sight,essential,essential,9/19,Y,Y,Y,Y,N,N,P,P,Y,Y,,,,,,,,,,0,0,1,
avignon,Place du Forum,sight,priority,priority,9/19,N,Y,Y,Y,-,-,-,-,Y,Y,,,,,,,,,,0,0,0,
avignon,Cloître Saint-Trophime,sight,priority,priority,9/19,N,Y,P,P,Y,N,P,P,Y,Y,,,,,,,,,,0,0,2,
avignon,Fondation Vincent van Gogh Arles,sight,optional,optional,9/19,N,Y,P,P,N,N,N,P,Y,Y,,,,,,,,,,0,0,0,
avignon,La Roquette,walk,priority,priority,9/19,N,Y,Y,Y,-,-,-,-,Y,Y,,,,,,,,,,0,0,0,
avignon,Les Baux-de-Provence,sight,alternative,alternative,,Y,Y,P,Y,N,N,N,N,N,P,,,,,,,,,,0,0,2,"L715 'Day 18에 본 페라타야다' — Peratallada는 지로나 권역(Day 5-6, 9/2-3), Day 18은 뤼베롱(9/15). 여행 전체 Day 번호와 불일치"
avignon,Carrières des Lumières,sight,priority,priority(대체축),,N,Y,P,P,Y,Y,Y,P,Y,Y,,,,,,,,,,1,0,1,L732 'Day 23에 생레미에서 반 고흐를 보는 일정' — Day 23은 9/20 리옹 이동일. 구 번호체계 잔재. L753 'Day 5 순서와 일치'도 전체 daytable(Day 5=지로나)과 불일치
avignon,Saint-Rémy-de-Provence,sight,alternative,alternative,,Y,Y,Y,Y,-,-,-,-,Y,Y,,,,,,,,,,0,0,1,L1273 '시장 없는 일요일에는' — 대체일은 9/19 토요일. 구 날짜체계(9/20 일) 잔재. 수요시장 불일치 서술(L957)은 정확
avignon,Saint-Paul-de-Mausole,sight,essential,essential(대체축 내),,N,Y,Y,P,Y,Y,N,N,Y,Y,,,,,,,,,,0,0,1,
avignon,Glanum,sight,alternative,alternative,,N,Y,Y,P,Y,Y,Y,N,N,Y,,,,,,,,,,0,0,1,"L810 'Day 22에 이미 퐁 뒤 가르에서 로마 공학을 봤다' — 전체 daytable에서 퐁뒤가르는 Day 21(9/18), Day 22는 Arles. 구 번호체계 잔재"
avignon,Châteauneuf-du-Pape (Vinadéa),sight,alternative,alternative,,N,Y,Y,Y,N,N,N,P,P,Y,,,,,,,,,,0,0,1,
avignon,Villeneuve-lès-Avignon,sight,alternative,alternative,,N,P,Y,N,-,-,-,-,P,N,,,,,,,,,,0,0,0,
avignon,Nîmes,sight,excluded,excluded,,N,Y,Y,N,-,-,-,-,P,N,,,,,,,,,,0,0,0,
avignon,Fontaine-de-Vaucluse,sight,alternative,alternative,,N,P,Y,P,-,-,-,-,Y,N,,,,,,,,,,0,0,0,"L1090 'Day 19에 Lourmarin이나 장보기를 줄였을 때' — Day 19=9/16 이동일, 정합"
avignon,Orange 고대극장,sight,excluded,excluded,,N,P,P,N,-,-,-,-,N,N,,,,,,,,,,0,0,0,
avignon,Muséum Requien (Nocturne 9/17),sight,optional,optional,9/17,N,P,Y,N,Y,-,Y,N,Y,N,,,,,,,,,,0,0,0,L1010-1012 '20.1 9/17 도착일 — 비: Requien Nocturne 활용' — 새 체계에서 도착일은 9/16. 구 날짜체계 잔재
avignon,Fou de Fafa,restaurant,candidate,recommended,9/16,,,,,,,,,,,Y,N,N,N,N,Y,Y,Y,N,1,0,0,수요일 휴무 vs 9/16(수) 첫 저녁 추천
avignon,Le Goût du Jour,restaurant,candidate,recommended,9/17;9/19,,,,,,,,,,,Y,N,N,N,N,Y,Y,Y,N,0,0,1,
avignon,Restaurant SEVIN,restaurant,candidate,recommended,9/19,,,,,,,,,,,Y,P,N,P,N,Y,Y,Y,N,0,0,0,
avignon,Les Cocottes Saint-Louis,restaurant,candidate,recommended,9/16;9/17;9/18,,,,,,,,,,,Y,P,P,N,N,Y,Y,Y,N,0,0,0,
avignon,La Fourchette,restaurant,candidate,recommended,9/17,,,,,,,,,,,Y,N,N,P,P,Y,Y,Y,P,0,0,0,
avignon,Le 46 (Bar à Vin),restaurant,candidate,candidate,,,,,,,,,,,,Y,P,N,N,N,P,Y,Y,-,0,0,0,
avignon,L'Épicerie,restaurant,candidate,candidate,,,,,,,,,,,,Y,Y,N,N,N,P,N,Y,-,0,0,0,
avignon,Pollen,restaurant,candidate,candidate,,,,,,,,,,,,Y,N,N,N,N,P,Y,P,-,0,0,0,
avignon,Le Criquet,restaurant,candidate,candidate,9/19,,,,,,,,,,,Y,P,N,N,N,P,Y,P,N,0,0,0,
avignon,La Chassagnette,restaurant,candidate,candidate,,,,,,,,,,,,Y,P,P,N,N,P,P,P,-,0,0,0,
avignon,L'Aile ou la Cuisse,restaurant,candidate,candidate,,,,,,,,,,,,P,N,N,N,N,P,N,Y,-,0,0,0,
avignon,La Table de Tourrel,restaurant,candidate,candidate,,,,,,,,,,,,Y,Y,N,N,N,P,N,P,-,0,0,0,
lyon,Fourvière (바실리카·로마극장·Lugdunum·전망대),sight,essential,essential,9/21(월),Y,Y,Y,Y,P,P,P,N,Y,Y,,,,,,,,,,0,0,1,
lyon,Vieux Lyon · traboules,walk,essential,essential,9/21(월),Y,Y,Y,P,P,-,Y,Y,Y,Y,,,,,,,,,,0,0,1,
lyon,Croix-Rousse (동네·Cour des Voraces·Maison des Canuts),sight,essential,essential,9/22(화),Y,Y,Y,P,N,P,N,N,Y,Y,,,,,,,,,,0,0,1,
lyon,Croix-Rousse 시장,market,priority,priority,9/22(화),,,,,,,,,,,Y,Y,P,P,Y,-,Y,Y,Y,0,0,0,
lyon,Halles de Lyon Paul Bocuse,market,essential,essential,9/22(화);9/24(목) 선택,,,,,,,,,,,Y,Y,Y,P,P,Y,Y,Y,Y,1,0,0,
lyon,Parc de la Tête d'Or,sight,priority,priority,9/22(화),N,Y,P,P,N,-,P,-,Y,Y,,,,,,,,,,1,0,0,
lyon,Place Bellecour,sight,optional,optional,9/20(일),Y,Y,Y,Y,-,-,Y,-,Y,Y,,,,,,,,,,0,0,1,
lyon,Annecy 구시가지 (Palais de l'Île·Château·호수·크루즈),sight,essential,essential,9/23(수),Y,Y,Y,Y,P,P,P,P,Y,Y,,,,,,,,,,0,0,3,"실용표 L546 '시장: 목요일 구시가 시장 없음' — 방문일은 수요일(9/23). 챕터 내 다른 곳(L899,L1092,L1122)은 전부 수요일. 목요일 값이 남은 내부 충돌 (특이사항 d 해당)"
lyon,Cathédrale Saint-Jean,sight,none,ungraded (Day2 시간표에만 등장),9/21(월),Y,N,P,P,N,N,N,N,P,N,,,,,,,,,,2,0,0,월 13:15 산책 시작 vs 14:00 개관 — 시간대 일부 겹침 리스크
lyon,Musée des Confluences,sight,alternative,alternative(1순위 대안),대안: 9/22 오후,N,Y,N,N,Y,Y,Y,N,Y,P,,,,,,,,,,0,0,1,
lyon,Musée des Beaux-Arts,sight,alternative,alternative(우천 대체),대안: 9/22(화) 우천;대안: 9/21(월) 오후,N,P,P,N,N,P,N,N,Y,N,,,,,,,,,,1,1,0,화요일 휴관 시설을 화요일 우천 대안으로 지정
lyon,Musée Gadagne,sight,alternative,"alternative(우천 대체, 1회 언급)",대안: 9/21(월) 우천,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,1,1,0,월·화 휴관 시설을 월요일 우천 대안으로 지정
lyon,Musée des Tissus,sight,alternative,alternative(3순위 대안),대안: 9/22 크루아루스 대체,N,Y,N,N,N,N,N,N,P,N,,,,,,,,,,1,1,0,
lyon,Institut Lumière,sight,optional,optional(숙소권 모듈),대안,N,P,Y,Y,N,N,N,N,N,N,,,,,,,,,,0,0,0,
lyon,Pérouges,sight,alternative,alternative(안시 대체),대안: 9/23,N,P,N,N,-,-,N,N,P,N,,,,,,,,,,0,0,0,
lyon,Vienne,sight,alternative,alternative,대안: 9/23,N,P,N,N,-,-,N,N,P,N,,,,,,,,,,0,0,0,
lyon,Beaujolais,sight,candidate,not-recommended,,N,P,N,N,-,-,N,N,P,N,,,,,,,,,,0,0,0,
lyon,Saône·Rhône 강변 산책,walk,priority,priority,9/20;9/21;9/22,N,Y,P,P,-,-,-,-,P,P,,,,,,,,,,0,0,0,
lyon,Confluence·Navigône,walk,optional,optional,대안,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,0,0,0,
lyon,Café Comptoir Abel,restaurant,none,P0/P2 확정 저녁,카드: 9/21(월) 19:30;Day1 시간표: 9/20(일) 19:30,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,0,0,0,식당 카드(L618)는 9/21(월) 확정 저녁인데 Day1(9/20 일) 시간표 L969가 같은 식당 저녁을 배치 — 하루 어긋난 이중 배정. 두 날 모두 영업이라 실행은 가능하나 예약을 어느 날로 할지 문서가 답
lyon,Daniel et Denise Créqui,restaurant,none,P0/P1 확정 저녁 (부숑 대표),카드: 9/22(화) 19:30;Day2 시간표: 9/21(월) 19:30;Day3(9/22) 시간표: 부숑 없음,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,0,0,0,"3중 충돌: 카드(L628)=9/22 화 확정 저녁, Day2(9/21 월) 시간표 L1016='Daniel et Denise 특별 저녁', Day3(9/22 화) 시간표 L1065='가벼운 저녁, 부숑 3회째는 피"
lyon,Daniel et Denise Part-Dieu,restaurant,candidate,후보 (저녁식당 표),,,,,,,,,,,,Y,N,N,N,N,P,Y,Y,N,0,0,0,
lyon,Daniel et Denise Croix-Rousse,restaurant,alternative,후보 (Créqui 대체),,,,,,,,,,,,P,N,N,N,N,P,P,Y,N,0,0,0,
lyon,L'Artichaut,restaurant,candidate,후보,,,,,,,,,,,,P,P,N,N,N,P,P,N,N,0,0,0,
lyon,Chez Mamie Lise (Annecy),restaurant,none,P1 (9/23 점심 1순위),9/23(수) 11:50-13:05,,,,,,,,,,,P,P,N,N,N,P,Y,Y,Y,0,0,0,
lyon,Le Freti (Annecy),restaurant,none,P1 (9/23 점심 2순위),9/23(수),,,,,,,,,,,Y,N,N,N,N,P,Y,N,Y,0,0,0,
lyon,Saint-Antoine 시장,market,optional,optional (9/24 아침 선택),9/24(목) 선택,,,,,,,,,,,P,Y,N,P,P,-,N,N,P,0,0,1,화-일 vs 금요일 — 9/24(목) 계획과 직접 충돌
paris,Notre-Dame de Paris,sight,essential,필수(essential),9/26,Y,Y,P,N,Y,P,Y,Y,P,Y,,,,,,,,,,0,0,2,
paris,Latin Quarter (Panthéon 외관·Rue Mouffetard·Sorbonne·Île Saint-Louis),walk,essential,필수(essential),9/26,Y,Y,P,N,-,-,-,-,P,Y,,,,,,,,,,0,0,1,
paris,Panthéon,sight,none,무등급(외관만·삭제 1순위),9/26,Y,N,P,N,N,N,N,N,N,P,,,,,,,,,,0,0,0,
paris,Le Marais (Place des Vosges·Carnavalet·Archives),walk,essential,필수(essential),9/27;10/2,Y,Y,P,N,P,P,N,N,N,Y,,,,,,,,,,0,0,2,
paris,Musée Carnavalet,sight,optional,선택(마레 내 실내 1곳),9/27;10/2,N,N,P,N,N,N,N,N,N,P,,,,,,,,,,0,0,0,UNKNOWN — Carnavalet 휴관 요일이 본문에 없다. 9/27(일)·10/2(금) 배치의 요일 정합을 문서만으로 판정 불가.
paris,Montmartre · South Pigalle (Sacré-Cœur 포함),walk,essential,필수(essential),9/29,Y,Y,P,Y,N,N,P,-,Y,Y,,,,,,,,,,1,1,0,
paris,Musée du Louvre,sight,essential,필수(essential),9/28,Y,Y,P,P,Y,Y,Y,Y,Y,Y,,,,,,,,,,1,0,0,
paris,Musée d'Orsay,sight,essential,필수(essential),9/29;10/6,Y,P,N,P,P,Y,N,Y,Y,P,,,,,,,,,,1,0,1,
paris,Grand Palais — 'Cezanne et nous',sight,essential,필수에 가까움(essential),10/1;10/3,Y,Y,N,N,Y,P,N,Y,Y,Y,,,,,,,,,,1,0,2,
paris,"Musée de l'Orangerie — 'Monet, peindre le temps'",sight,priority,우선추천(priority) / 선택,10/3;10/8,N,Y,P,P,N,Y,N,P,Y,Y,,,,,,,,,,0,0,1,
paris,Bourse de Commerce — Pinault Collection ('Remember Me'),sight,optional,선택(optional),10/7;10/8,Y,Y,P,P,N,N,N,P,Y,Y,,,,,,,,,,1,1,0,"CONFLICT — L1071 '개막일 혼잡이 크면 10/8 오전으로 이동'은 유효하나, L667 '10/9는 출국일'만 배제했을 뿐 화요일 배제 규칙이 없다. 더 결정적으로 L642·L2171에서 Bourse+Mo"
paris,Montorgueil · Les Halles,walk,priority,우선추천(priority),10/3;10/7,Y,Y,P,P,-,-,-,-,P,Y,,,,,,,,,,0,0,0,
paris,BnF Richelieu (Salle Ovale),sight,priority,우선추천(priority),9/30;10/3,Y,Y,P,Y,Y,Y,Y,P,Y,Y,,,,,,,,,,0,0,3,
paris,Musée Marmottan Monet,sight,alternative,대체(alternative),,N,Y,P,P,N,N,N,N,N,P,,,,,,,,,,0,0,1,UNKNOWN — 휴관 요일 미기재. 대체안으로 투입될 경우 요일 판정 불가
paris,Centre Pompidou,sight,excluded,제외(excluded),,-,Y,-,-,-,Y,-,-,-,-,,,,,,,,,,0,0,1,
paris,Versailles (궁전·트리아농·정원),sight,priority,우선추천(priority) — Day 36 A안,10/3,Y,P,N,Y,Y,Y,N,P,Y,P,,,,,,,,,,1,1,3,
paris,Giverny — Fondation Claude Monet,sight,priority,우선추천(priority) — Day 41 A안,10/8,Y,P,P,P,Y,P,N,P,Y,Y,,,,,,,,,,1,0,1,
paris,Sainte-Chapelle,sight,optional,선택(추가 후보),,N,N,P,N,N,N,Y,Y,N,N,,,,,,,,,,0,0,1,
paris,Passages couverts (Galerie Vivienne · Passage des Panoramas · Passage Jouffroy),sight,alternative,우천 대안,10/5,Y,Y,Y,P,Y,P,-,-,N,Y,,,,,,,,,,0,0,1,
paris,Qatar Prix de l'Arc de Triomphe · ParisLongchamp,sight,none,고정 스포츠(P0),10/4,N,P,P,Y,P,-,N,Y,Y,Y,,,,,,,,,,0,0,0,
paris,Fête des Vendanges de Montmartre · Clos Montmartre,sight,none,고정 축제(P0),10/7,Y,P,P,P,Y,-,N,Y,Y,Y,,,,,,,,,,1,0,0,
paris,Paris Fashion Week 공개동선 (Palais de Tokyo·Avenue Montaigne·Rue Saint-Honoré·Palais Royal),walk,none,고정 경험(P0),9/30,Y,P,Y,N,P,-,-,-,Y,Y,,,,,,,,,,0,0,1,
paris,Palais Royal · Tuileries · Opéra 지구 (Palais Garnier 외관),walk,none,무등급(방향잡기),9/27;9/30,Y,P,P,N,N,N,-,P,Y,Y,,,,,,,,,,1,0,0,
paris,Saint-Germain · Jardin du Luxembourg · Seine 좌안,walk,none,무등급(로컬 라이프),9/26,Y,P,P,N,N,N,-,-,Y,Y,,,,,,,,,,0,0,0,
paris,Canal Saint-Martin · Belleville (동부 파리),walk,none,무등급(로컬 라이프),10/6,Y,P,P,N,-,-,-,-,Y,P,,,,,,,,,,0,0,0,CONFLICT(간접) — 10/6(화)에 Orsay Cassatt 개막(§17 절 L826 'Day 39 (10/6 화) — 개막 당일')과 Canal/Belleville 동네일(§17 Day 13 L2216-22
paris,Place des Vosges · Bastille · Coulée verte,walk,none,무등급(로컬 라이프),10/1,N,P,P,P,-,-,Y,-,Y,P,,,,,,,,,,0,0,0,
paris,Trocadéro · Chaillot (에펠탑 점등 조망),walk,none,무등급(마지막 하루),10/8,N,P,P,N,P,-,Y,-,Y,Y,,,,,,,,,,0,0,1,
paris,15구 생활일 (Convention·Parc André Citroën·Grenelle),walk,alternative,대체(alternative) — Day 36 B안,10/3;10/5,N,Y,P,N,-,Y,-,-,P,Y,,,,,,,,,,0,0,1,
paris,월요일 모듈 A–D (Aligre·Butte-aux-Cailles·Convention·Batignolles),walk,priority,우선추천(priority),10/5,N,Y,P,N,-,P,-,-,P,Y,,,,,,,,,,1,0,1,CONFLICT — L692가 10/5(월)에 Marché Convention 방문을 권하나 해당 시장은 화·목·일 운영이다.
paris,Marché Monge,market,none,생활시장(5구),9/27,,,,,,,,,,,Y,P,N,Y,P,-,P,N,Y,0,0,1,
paris,Marché Maubert,market,none,생활시장(5구),9/26,,,,,,,,,,,Y,P,N,Y,P,-,P,N,Y,0,0,1,
paris,Marché des Enfants Rouges,market,none,마레 점심시장,9/27;10/2,,,,,,,,,,,Y,P,P,Y,Y,-,P,N,Y,0,0,1,
paris,Marché Convention,market,none,15구 생활시장 1순위,10/5,,,,,,,,,,,Y,P,N,Y,P,-,N,N,N,0,0,1,CONFLICT — L692에서 10/5(월) 방문을 안내하나 화·목·일 운영.
paris,Marché Grenelle,market,none,Motte-Picquet 숙소권,,,,,,,,,,,,Y,P,N,Y,P,-,N,N,-,0,0,1,
paris,Marché d'Aligre–Beauvau,market,none,11·12구 생활체험,10/5,,,,,,,,,,,Y,P,N,Y,Y,-,N,N,N,0,0,1,CONFLICT(문서가 자인) — 10/5(월) 모듈 A 후보인데 월요일 휴무. 본문이 경고로 처리했다.
paris,Le CasseNoix,restaurant,candidate,추천 식당(15구),,,,,,,,,,,,P,P,N,N,N,Y,Y,Y,-,0,0,1,UNKNOWN — 영업일 미기재로 판정 불가
paris,Le Bon Georges,restaurant,candidate,추천 식당(9구),9/29,,,,,,,,,,,P,P,N,N,N,Y,Y,Y,N,0,0,1,UNKNOWN — 9/29(화) 저녁 배치인데 영업 요일이 없다. 파리 비스트로는 일·월 휴무가 흔해 화요일은 비교적 안전하나 확인 불가.
paris,Bouillon Chartier Grands Boulevards,restaurant,candidate,추천 식당(9구),,,,,,,,,,,,P,P,N,N,N,Y,Y,Y,-,0,0,1,UNKNOWN
paris,Bouillon Racine,restaurant,candidate,추천 식당(6구),9/26,,,,,,,,,,,P,P,P,N,N,Y,Y,Y,N,0,0,1,"UNKNOWN — 9/26(토) 저녁 후보, 영업일 미기재"
paris,Les Papilles,restaurant,candidate,추천 식당(5구),9/26,,,,,,,,,,,P,P,P,N,N,Y,Y,Y,N,0,0,1,UNKNOWN — 9/26(토) 저녁 후보인데 영업일·휴무일 모두 없다
paris,Café des Musées,restaurant,candidate,추천 식당(마레),9/27,,,,,,,,,,,P,P,P,N,N,Y,Y,Y,N,0,0,1,UNKNOWN — 9/27(일) 저녁 배치. 파리 비스트로 일요일 휴무가 흔한데 근거 없음
paris,Breizh Café,restaurant,candidate,추천 식당(마레·크레프),,,,,,,,,,,,P,P,N,N,N,Y,Y,Y,-,0,0,1,UNKNOWN
paris,Bistrot Paul Bert,restaurant,candidate,추천 식당(11구),,,,,,,,,,,,P,P,N,N,N,Y,Y,Y,-,0,0,1,UNKNOWN
paris,Le Servan,restaurant,candidate,추천 식당(11구),,,,,,,,,,,,P,P,N,N,N,Y,Y,Y,-,0,0,1,UNKNOWN
paris,L'Avant Comptoir,restaurant,candidate,추천 식당(6구·와인바),,,,,,,,,,,,P,P,N,N,N,Y,Y,Y,-,0,0,1,UNKNOWN
paris,송별 저녁 (Chaillot 권역 또는 숙소 도보권),restaurant,none,P1 예약 대상,10/8,,,,,,,,,,,Y,N,N,N,N,P,N,P,N,0,0,0,UNKNOWN — 업소 미정
paris,Shakespeare and Company · Galignani · Librairie Gallimard (서점),cafe,none,우천·보조 모듈,9/26;10/2;10/3,,,,,,,,,,,Y,P,P,N,N,-,-,-,N,0,0,0,UNKNOWN — 서점 5곳 모두 영업시간·휴무 없음
paris,Piscine Pontoise · Blomet · Keller (수영장),sight,optional,생활 시설(Julia 선택),,N,P,P,N,N,N,N,N,Y,P,,,,,,,,,,0,0,0,
